,tamil_text,result
2593,"விளையாடும் வரை , வெற்றி என்றால் என்ன என்பது அனைவருக்கும் தெரியும் .",1
2594,"தவறுகளிலிருந்து கற்றுக்கொள்ளுங்கள் , வலுவாக இருங்கள் , மேலே செல்லுங்கள் , விட்டுவிடாதீர்கள்",0
2595,"மற்றவர்களுக்கு உதவவும் , மகிழ்ச்சியைப் பகிர்ந்து கொள்ளவும் , உங்களை அதிகரிக்கவும் கையை நீட்டிக்கவும்",0
2596,"இந்த படத்தைப் பற்றிய சிறந்த விஷயம் என்னவென்றால் , அதன் பெயர் சமமாக அசிங்கமானது",1
2597,"சத்தியத்துடனும் நேர்மையுடனும் வாழ்க , வாழ்க்கை எளிதாக இருக்கும்",0
2598,"உங்கள் கலையைப் பார்த்து , குழந்தைகளும் சிரிப்பார்கள்.அவமானம்",1
2599,"நான் கணினியின் மந்திரவாதி என்று நினைக்கிறேன் , எந்த நிரலையும் நான் சிதைக்க முடியும் .",1
2600,"அவரது கலையின் பின்னால் உள்ள செய்தி மிகவும் ஆழமானது , அதைப் புரிந்து கொள்ள உங்களுக்கு ஒரு டோஸ் எல்.எஸ்.டி தேவை .",1
2601,"நான் கணிதத்தின் மந்திரவாதி என்று நினைக்கிறேன் , நான் புதிர்களையும் தீர்க்க முடியும் .",1
2602,"உங்கள் கபாதியை விளையாடுவது மிகவும் மோசமானது , எதிர் குழு உங்களை கருணையுடன் ஓய்வு பெறுகிறது .",1
2603,"ஒவ்வொரு பிரச்சினையிலும் எதிர்மறையான கருத்து இருக்க வேண்டும் , ஆனால் தீர்வு இல்லை .",1
2604,"இந்த பாடலைக் கேட்டபின் யாரும் சிரிக்கவில்லை என்றால் , நான் ஆச்சரியப்படுவேன் .",1
2605,"அனைவரையும் சந்தேகிக்க , யாரையும் நம்ப வேண்டாம்",1
2606,"இந்த அரசாங்கத்தின் ஒரே கொள்கை - வாக்குறுதி , கனவுகளைக் காண்பி , பின்னர் மக்களை தங்கம் பெறுவது .",1
2607,சமூகவியலில் தனிப்பட்ட வளர்ச்சி - அனைவரின் வளர்ச்சியும் எப்போதும் குறுக்கிடும் ஏதேனும் செயல்முறை உள்ளதா ?,1
2608,மொழி இல்லாமல் நாம் எவ்வாறு வாழ முடியும் ? உன்னால் கற்பனை செய்து பார்க்க முடிகிறதா,1
2609,"உடற்பயிற்சிகளைச் செய்தபின் தங்கம் நன்றாகத் தெரிகிறது , அதனால் வலி உணரப்படாது !",1
2610,"என் வரைபடத்தைப் பார்த்து , நான் ஒரு வண்ணப்பூச்சு தூரிகைக்கு பதிலாக ஒரு விளக்குமாறு பயன்படுத்துகிறேன் என்று யாராவது நினைப்பார்கள்",1
2611,ஒருவேளை நீங்கள் வேறு சில கலைகளில் உங்கள் கையை முயற்சி செய்ய வேண்டும் .,1
2612,"சூரியனுடன் மலருங்கள் , சந்திரனுடன் தூங்குங்கள் , வாழ்க்கை வாழ்க",0
2613,"வெறுப்பின் இருண்ட இரவை இழுத்து , அன்பின் விளக்கை எரிக்கவும் , உலகை நேசிக்கவும்",0
2614,"தவறுகளிலிருந்து கற்றுக் கொள்ளுங்கள் , சிறந்த நபராக மாற வழியில் நடந்து செல்லுங்கள்",0
2615,சமூக அறிவியல் என்பது இரவும் பகலும் சமூகவியல் கொள்கைகளைப் படிப்பது மற்றும் முடிவடையும் சமூகப் பிரச்சினைகளைப் பற்றி விவாதிப்பது என்று நான் நினைக்கிறேன் .,1
2616,"இந்த படத்தின் கதை மிகவும் பழமையானது , தூசி உறைந்திருக்கும் .",1
2617,நான் ஒரு நகரும் ஆய்வகம் என்று நான் நினைக்கிறேன் .,1
2618,"இது ஒரு நல்ல படம் , அதைப் பார்த்த பிறகு நீங்கள் உங்கள் கண்களை நம்ப மாட்டீர்கள் . ( உண்மையில் ஆச்சரியமில்லை )",1
2619,"நான் ஒரு வண்டியில் நிற்கிறேன் என்று நினைக்கிறேன் , வியாபாரத்தில் அல்ல .",1
2620,"உங்கள் ஓவியம் மிகவும் நவீனமானது , இது யாருடைய படம் என்று எனக்கு புரியவில்லை , ஒருவேளை ஒரு சுருக்கமான உயிரினம் ?",1
2621,"அவர்கள் தங்களை எக்லி என்று கருதுகிறார்கள் , ஆனால் அவை சமூக ஊடகங்களில் வாழ்கின்றன .",1
2622,"வெறுப்பின் நெருப்பை அணைக்கவும் , அன்பின் விளக்கை எரிக்கவும்",0
2623,"மன்னிக்க கற்றுக்கொள்ளுங்கள் , இதயம் ஒளி , உறவின் பிணைப்பை வலுவாக ஆக்குங்கள்",0
2624,"ஜிம்மில் நான் மிகவும் வியர்த்தேன் , குளிக்க வேண்டிய அவசியமில்லை .",1
2625,"ஆயிரக்கணக்கான பின்தொடர்பவர்கள் உள்ளனர் , ஆனால் அண்டை வீட்டாரை அறிய வேண்டாம் , விசித்திரமான நேரம் !",1
2626,"ஏய் சகோதரரே , ஒரு நல்ல நடிப்புக்குப் பிறகு , ஒரு ஆஸ்கார் கண்டுபிடிக்கப்பட்டிருக்க வேண்டும் !",1
2627,அவரது ஓவியங்கள் உங்களை முற்றிலும் அலட்சியமாக விட்டுவிடுகின்றன .,1
2628,"வாழ்க்கை இருந்தால் , வாழ்க்கை மிக வேகமாக இருக்கும் .",1
2629,கோடி தரவை சாப்பிடுவதன் மூலம் கூட எனக்கு புரியவில்லை .,1
2630,ஒரு பறவையாக மாற வேண்டும் என்று கனவு காண்பது போல நீங்கள் இவ்வளவு உயரமாக குதிக்க முயற்சிக்கிறீர்கள் .,1
2631,"நதி விளிம்பில் ஓடி , வாழ்க்கையின் ஏற்ற தாழ்வுகளை தைரியத்துடன் எதிர்கொள்ளுங்கள்",0
2632,"இந்த கவிதையின் பொருள் மிகவும் ஆழமானது , அதைப் புரிந்து கொள்ள உங்களுக்கு ஒரு அகராதி தேவைப்படும் .",1
2633,உங்கள் காலால் ஓவியம் செய்துள்ளீர்களா ?,1
2634,"மலைகளின் உயரத்தைத் தொடும் கனவு , ஆவிகளின் சிறகுகளால் வானத்தை அளவிடவும்",0
2635,"மலைகளின் உயரத்தைத் தொடும் கனவு , ஆவிகளின் சிறகுகளை வைப்பதன் மூலம் வானத்தை அளவிடவும்",0
2636,உடற்கல்வியில் நான் எப்போதும் நன்றாக இருப்பேன் என்று நான் நினைக்கவில்லை .,1
2637,கல்வி முறை - ஆசிரியர்கள் எப்போதும் மாணவர்களின் கேள்விகளுக்கு நேரடியான மற்றும் திறந்த பதிலைக் கொடுக்கும் இடம் ஏதேனும் உள்ளதா ?,1
2638,"முதல் சோதனையில் தேர்ச்சி பெற்ற மகிழ்ச்சி , வாழ்க்கையின் மலையில் ஏறும் முதல் குறி",0
2639,"எனது வரைதல் மிகவும் மோசமானது , மக்கள் அதை நவீன கலையை கருதுகின்றனர்",1
2640,முந்தைய வாழ்க்கையில் கூட சுற்றுச்சூழலைக் காப்பாற்ற நான் வேலை செய்தேன் என்று நினைக்கிறேன் .,1
2641,"நண்பர்களுக்கு அடுத்தபடியாக சிரிக்கவும் , வாழ்க்கையின் பயணத்தை ஒன்றாக சிரிக்கவும்  ( நண்பர்கள் ஒரு குழு சிரிப்பதையும் வேடிக்கையாக இருப்பதையும் கற்பனை செய்து பாருங்கள் )",0
2642,"சாப்பிடுவதைத் தவிர , எடை இழப்புக்காக ஒவ்வொரு உணவையும் முயற்சித்தேன் !",1
2643,"ஒவ்வொரு தருணத்தையும் வாழ்க்கையாகப் பின்பற்றுங்கள் , சிரிப்பதை வாழ்க , கனவுகளைப் பாருங்கள் , அழகான நினைவுகளை உருவாக்குங்கள்",0
2644,"உங்கள் வரைதல் தீப்பிடித்தால் , உலகிற்கு ஒரு உதவி இருக்கும்",1
2645,"சிறிய கைகளை கிளறவும் , நட்பின் வண்ணமயமான பிணைப்பை உருவாக்குகிறது",0
2646,"நான் ஜிம்மிற்குச் செல்கிறேனா இல்லையா என்பது தெரியவில்லை , ஆனால் புகைப்படம் எடுக்கப்பட வேண்டும் !",1
2647,"இது ஒரு செயற்கை நுண்ணறிவு , இவை அனைத்தும் ஏமாற்றுதல் , உண்மையில் இது மனிதர்களை வேலையில்லாமல் ஆக்குவதற்கான ஒரு வழியாகும் .",1
2648,"தாயின் பகுதியில் மறைக்கப்பட்ட காதல் , உலகின் பாதுகாப்பான காதல்",0
2649,"நண்பர்களைக் கட்டிப்பிடிக்கின்றனர் , விலைமதிப்பற்றவர்கள் , ஒவ்வொரு கணமும் கொண்டாடுங்கள்",0
2650,உங்கள் பெயர் ஒருபோதும் கலை வரலாற்றில் செல்லாது.அவ்வளவு தைரியம் இல்லை .,1
2651,எனது தவறுகளை யாரும் கவனிக்க முடியாத அளவுக்கு என் வரைபடத்தை மிகவும் கறுப்பாக ஆக்குகிறேன் .,1
2652,"சமூக ஊடகங்களில் ரசிகர்களின் இராணுவம் உள்ளது , ஆனால் நிஜ வாழ்க்கையில் , யாரும் அங்கீகரிக்கவில்லை !",1
2653,மொழி இல்லாமல் அன்பை எவ்வாறு வெளிப்படுத்துவோம் ?,1
2654,"இந்த படத்தைப் பார்க்கும்போது , ​​ஓவியத்தை முடிக்க கலைஞர் பத்து வித்தியாசத்தை அளித்ததாகத் தெரிகிறது-",1
2655,இந்த ஓவியம் சிம்பன்சியையும் உருவாக்கும் .,1
2656,"ஏய் சகோதரரே , இந்த குறிப்புகளை விரைவாக எண்ணக்கூடிய அளவுக்கு நீங்கள் கேள்விப்பட்டிருக்கிறீர்கள் , ஆனால் அவற்றைப் புரிந்துகொள்வது எவ்வளவு கடினம் !",1
2657,"சமூக ஊடகங்களில் போக்கை மாற்றுவதை விட வேகமாக எதுவும் இல்லை , நேற்று இருந்த ஹீரோ இன்று பூஜ்ஜியமாக இருந்தார் !",1
2658,"சமூக ஊடகங்களில் யாரும் நல்லவர்கள் அல்ல , எல்லோரும் ஒருவருக்கொருவர் இழிவுபடுத்துவதில் ஈடுபட்டுள்ளனர் !",1
2659,"மழையின் விளிம்பில் நனைத்த மண் , புதிய எதிர்பார்ப்புகளின் மென்மையான தொடுதல்",0
2660,"நான் எப்போதும் எனது ரசிகர்களுக்காக நேரம் எடுத்துக்கொள்கிறேன் , நான் அவர்களை மதிக்கிறேன் .",1
2661,"கனவு சிறகுகளைக் கொடுங்கள் , அவர்கள் வானத்தைத் தொடுவார்கள் , அதை புதிய உயரத்திற்கு கொண்டு செல்வார்கள்",0
2662,"உங்கள் ஆடை உணர்வு மிகவும் மோசமானது , நீங்கள் விளையாட்டையும் கெடுக்கிறீர்கள் .",1
2663,"தாயின் மடியில் கனவு காண்பது , பாதுகாப்பின் நிழலில் வளர்ந்து உலகத்தை வளர்த்தது",0
2664,"எல்லாவற்றிற்கும் குறுக்குவழிகளைக் கண்டறியவும் , கடினமாக உழைக்க விரும்பவில்லை .",1
2665,"ஆம் , உங்கள் ஆராய்ச்சியால் மட்டுமே நாங்கள் ஒரு உண்மையான விஞ்ஞானியாக மாற முடியும் .",1
2666,"எல்லோரும் தங்கள் வாழ்க்கை எவ்வளவு மகிழ்ச்சியாக இருக்கிறது என்பதைக் காட்ட வேண்டும் , எல்லாமே உள்ளே இருந்து வெற்றுத்தனமாக இருந்தாலும் கூட !",1
2667,இந்த ஜிம்மில்  ஆடைகளை அணிந்து மக்கள் எவ்வாறு உடற்பயிற்சிகளையும் செய்கிறார்கள் என்பது எனக்கு புரியவில்லை .,1
2668,"ஜிம்மிற்குச் செல்வது ஆரோக்கியமாக இருந்தால் , நான் உடம்பு சரியில்லை",1
2669,இந்த கலைஞர் உடனடியாக ஒரு விருதை வழங்க வேண்டும் . ( எதிர் தொனி ),1
2670,"இது விளம்பரம் , இவை அனைத்தும் ஏமாற்றுதல் , உண்மையில் இது மக்களை முட்டாளாக்குவதற்கான ஒரு வழியாகும் .",1
2671,"நீங்கள் இப்படி ஓவியம் வரைந்தால் , நீங்கள் ஒருபோதும் வெற்றிகரமான கலைஞராக மாற முடியாது .",1
2672,"இந்த ஆண்டுகளில் , அவர் மிகவும் செயல்பட்டார் , இப்போது அவர் வாழ்க்கையிலும் செயல்படத் தொடங்கினார் !",1
2673,உங்களுடைய இந்த படம் கண்களை மூடிக்கொண்டு ஒரு குழந்தை உருவாக்கியிருக்க வேண்டும் .,1
2674,"காற்று பாயும் போது நெகிழ்வாக இருங்கள் , உங்கள் இலக்கை நீங்களே தீர்மானிக்கவும்",0
2675,"உங்கள் ஓட்டம் மிகவும் மெதுவாக உள்ளது , நத்தை உங்களுடன் இயங்கும் .",1
2676,"உங்கள் வரைபடத்தைப் பற்றிய சிறந்த விஷயம் என்னவென்றால் , அதைப் பார்த்த பிறகு நான் நன்றாக உணர்கிறேன்",1
2677,பழைய பாட்டியின் கதைகள் மந்திர உலகின் கதவைத் திறக்கிறது,0
2678,"இது வங்கி , இது பணக்காரர்களுக்கு கடன்களை வழங்குவதற்கான ஒரு வழியாகும் , ஏழைகளுக்கு கடன் வாங்க உரிமை கூட இல்லை .",1
2679,"இந்த சிலையில் இவ்வளவு வாழ்க்கை உள்ளது , மருத்துவமனையின் நோயாளிகளும் பொறாமைப்படுவார்கள் .",1
2680,"நான் எவ்வளவு அதிகமாக வேலை செய்கிறேனோ , அதிக இழப்புகள் நடக்கும் என்று நான் நினைக்கிறேன் .",1
2681,"மற்றவர்களைப் பின்பற்றுவது , ஆனால் உங்களை அடையாளம் காணக்கூடாது .",1
2682,"பொதுமக்களிடம் சொல்ல புதிய வழி - வளர்ச்சியின் பூம்ராங் : நீங்கள் காத்திருங்கள் , எல்லாமே சில நாட்களில் திரும்பும் .",1
2683,"ஒவ்வொரு பணியையும் `` எளிதானது '' என்று புரிந்து கொள்ளுங்கள் , ஆனால் முயற்சி செய்ய பயப்பட வேண்டும் .",1
2684,"மனிதர்களை விட சிறந்ததா ? அநேகமாக , ஆனால் நீங்கள் மனிதர்களைப் போல கனிவாகவும் அனுதாபமாகவும் இருக்க முடியுமா ?",1
2685,"நடிகைகள் மிகவும் பயனற்றவர்கள் , அவர்கள் விருந்துகளுக்கு மட்டுமே செல்கிறார்கள் !",1
2686,"வாழ்க்கையில் எந்த இலக்கும் இல்லை , சமூக ஊடகங்களில் பிரபலமாக இருக்க விரும்புகிறேன் .",1
2687,மதம் மற்றும் ஒற்றுமை - எல்லா நீரோடைகளும் எப்போதும் சமமாக இருக்கும் ஏதேனும் மதம் உள்ளதா ?,1
2688,வரைவதற்கு பதிலாக நீங்கள் இசையில் கவனம் செலுத்த வேண்டும் என்று நினைக்கிறேன் !,1
2689,"இந்த சந்தை , இவை அனைத்தும் மோசடி , உண்மையில் இது கொள்ளையின் மையமாகும் .",1
2690,"`` இந்த வரைதல் மிகவும் மோசமானது , அது கலையை அவமதிப்பது என்று நான் கருதுகிறேன் . ''",1
2691,"இப்போது எம்பிஏ நேரம் வந்துவிட்டது , பொருளாதாரத்தை மறப்பது நண்பர்களுடன் வேடிக்கை பார்க்க வேண்டிய நேரம் .",1
2692,"இந்த பாடல் மிகவும் முட்டாள்தனமானது , காது மூடப்பட வேண்டும் .",1
2693,"என் வரைபடத்தைப் பார்த்து , எனக்கு கண்கள் தேவை என்று யாராவது நினைப்பார்கள்",1
2694,"அவர்கள் மிகவும் வெற்றிகரமாக இருக்கிறார்கள் , அவர்களின் வாழ்க்கை ஒரு படத்திற்கு குறைவாக இல்லை !",1
2695,"நேர்மையின் இசை , மரியாதைக்குரிய மெல்லிசை ராகா",0
2696,"நீங்கள் அதை வரைதல் என்று அழைக்கிறீர்கள் என்று என்னால் நம்ப முடியவில்லை , இது ஒரு வண்ணமயமான குப்பை !",1
2697,ஒரு டிரக் கூட இந்த வாயைக் கடந்து செல்லலாம் .,1
2698,வாழ்க்கையின் பாதையில் சிரிப்பது ஒவ்வொரு அடியையும் எளிதாக்குகிறது,0
2699,"நடிகைகள் ஒருபோதும் யாரையும் நகலெடுக்கக்கூடாது , அவர்கள் தங்கள் சொந்த அடையாளத்தை உருவாக்க வேண்டும் !",1
2700,"நீங்கள் நீண்ட காலமாக பந்தை வீசத் தயாராகி வருகிறீர்கள் , ஆனால் பந்து விக்கெட்டை அடையவில்லை .",1
2701,"வேலைவாய்ப்பு பற்றி கவலைப்படவில்லை , பிரபலமான ரீல்களை உருவாக்குங்கள் .",1
2702,"இந்த நாடகத்தைப் பார்த்து , வாழ்க்கை பாழாகிவிட்டது போல் உணர்ந்தேன் .",1
2703,"நட்பு புத்தகங்களுடன் , அவள் அறிவின் புதையலைத் திறப்பாள்",0
2704,என்னுடையதைத் தவிர எல்லோரும் சமூக ஊடகங்களில் மகிழ்ச்சியாக இருக்கிறார்கள் !,1
2705,"பூக்களுடன் மென்மை கற்றுக் கொள்ளுங்கள் , ஒவ்வொரு கணமும் அன்பை நேசிக்கவும்",0
2706,"நண்பர்களுக்கு அடுத்ததாக சிரிக்கவும் , நினைவுகளின் கருவூலத்தில் வாழ்க்கை பயணத்தை காப்பாற்றுங்கள்",0
2707,"`` இந்த வரைபடத்தைப் பார்த்து , நான் இதேபோன்ற வரைபடத்தை உருவாக்கியபோது , ​​என் குழந்தைப் பருவத்தை நினைவில் வைத்தேன் . ''",1
2708,"உங்கள் வெப்பமயமாதல் மிக நீளமானது , போட்டி முடிவடையும் .",1
2709,"உங்கள் வாழ்நாள் முழுவதும் சமூக ஊடகங்களில் ஒருபோதும் சொல்லாதீர்கள் , இல்லையெனில் மக்கள் உங்களைப் பயன்படுத்திக் கொள்வார்கள் !",1
2710,முந்தைய வாழ்க்கையில் கூட நான் காடுகளில் சுற்றித் திரிந்தேன் என்று நினைக்கிறேன் .,1
2711,"குருக்கள் மற்றும் ஊக்கமளிக்கும் பேச்சாளர்களின் வட்டத்தில் இறங்குங்கள் , ஆனால் தங்களைத் தாங்களே வேலை செய்ய வேண்டாம் .",1
2712,அத்தகைய கமிஷனில் சுயமாக இருக்க 5 தசாப்தங்கள் மட்டுமே ஆகும் .,1
2713,"சிரிப்பதை வாழ்க , ஒவ்வொரு கணத்தையும் ரசிக்கவும் , வாழ்க்கையின் பாடலைப் பாடவும் புன்னகையுடன் பாடுங்கள்",0
2714,"பயன்முறை , நடுத்தர மற்றும் பாலிமர் குறித்து எனக்கு பயம் இல்லாத அளவுக்கு புள்ளிவிவரங்களை நான் புரிந்துகொள்கிறேன் .",1
2715,"காற்றோடு நடனமாடுங்கள் , திறந்த நிலையில் எதிர்பார்ப்புகளின் காத்தாடிகள்",0
2716,"நெக்லஸை ஒரு ஏணியில் ஆக்கி , அடுத்த வெற்றியின் அடித்தளத்தை வைத்து வலுவாக மாறவும்",0
2717,நான் எதிர்காலத்தின் முகம் ? நீங்கள் உண்மையில் உறுதியாக இருக்கிறீர்களா ?,1
2718,இந்த கட்டிடக் கலைஞர் இந்த கட்டிடத்தை வடிவமைத்த மோசமான மூளை உள்ளது .,1
2719,"உங்கள் வெப்பமயமாதல் மிக நீளமானது , போட்டி முடிவடையும் .",1
2720,இந்த இயந்திரங்கள் அனைத்தையும் யாராவது உண்மையில் பயன்படுத்துகிறார்களா என்று எனக்கு ஆச்சரியமாக இருக்கிறது .,1
2721,"உங்கள் வாழ்நாள் முழுவதும் சமூக ஊடகங்களில் சொல்லாதீர்கள் , சில விஷயங்களை நீங்களே வைத்திருங்கள் !",1
2722,"நான் மிகவும் மின்னணுவியல் படித்தேன் , நான் நடப்பு என்று பயப்படவில்லை .",1
2723,"எல்லாவற்றையும் உடனடியாக ஏற்றுக்கொள்ள , சிந்திக்காமல் முடிவுகளை எடுக்கவும்",1
2724,"பாலிவுட்டில் மற்றொரு ரீமேக் , ஏனென்றால் புதிதாக ஏதாவது செய்வது மிகவும் பிரதானமானது .",1
2725,"நேர்மையாக வாழ்க , சத்தியத்தின் பாதையில் நடந்து செல்லுங்கள் , வாழ்க்கை எளிதாக இருக்கும்",0
2726,வெற்றிக்கான குறுக்குவழிகளைக் கண்டுபிடிப்பதில் நிபுணத்துவம் பெற்றது .,1
2727,"நண்பர்களுக்கு அடுத்ததாக சிரிக்கவும் , நினைவுகளின் கருவூலத்தில் வாழ்க்கை பயணத்தை காப்பாற்றுங்கள்",0
2728,"மிகவும் கடின உழைப்பைச் செய்த பிறகும் , எடை குறையவில்லை என்றால் , நான் ஜிம்மின் பெயரை அருங்காட்சியகத்திற்கு மாற்றுவேன் , ஏனென்றால் இங்கு வருவது வலியை மட்டுமே தருகிறது !",1
2729,"கிரிக்கெட் விளையாட்டில் தோல்வியடைந்த பிறகு , இப்போது அந்த வீரர் பள்ளி திட்டத்தில் தோல்வியுற்ற ஒரு சிறு குழந்தை என்று தெரிகிறது .",1
2730,"இது ஊழலுக்கு எதிரானது என்று அரசாங்கம் கூறுகிறது , ஆனால் ஊழலுக்கு எதிராக இருக்க சிறப்பு வழி இல்லை .",1
2731,"இது மிகவும் சக்தி வாய்ந்தது , ஆனால் என் உடைந்த விஷயங்களை என்னால் சரிசெய்ய முடியாது .",1
2732,மராத்தானில் பங்கேற்றதா ? நன்று ! இப்போது நீங்கள் மில்க்மேனின் சைக்கிளையும் பிடிக்கலாம் .,1
2733,`` அதை உருவாக்குவதில் நீங்கள் எவ்வளவு நேரம் வீணடித்தீர்கள் என்று எனக்கு ஆச்சரியமாக இருக்கிறது . '',1
2734,"ஒரு நல்ல படத்திற்குப் பிறகு , தொடர்ச்சியாக  தோல்விகளைக் கொடுப்பதன் மூலம் , அவரது வாழ்க்கையை முடிப்பதில் நிபுணத்துவம் பெற்றவர் !",1
2735,"எனது வொர்க்அவுட் திட்டம் மிகவும் எளிதானது , அதை எழுதுவதற்கு பதிலாக ஒரு பச்சை குத்திக் கொள்வேன் !",1
2736,"மற்றவர்களின் மகிழ்ச்சியில் சேருங்கள் , நீங்களே மலருங்கள்",0
2737,"காதல் , ஆனால் நிஜ வாழ்க்கையில் தனிமையில் இருங்கள் !",1
2738,"ஜிம்மில் சேருவதற்கு முன்பு நான் எவ்வளவு கொழுப்பாக இருந்தேன் , இப்போது எனக்கு கூட நினைவில் இல்லை .",1
2739,"மொழி இல்லாமல் , நாம் விலங்குகளை விட மோசமாக இருப்போம் !",1
2740,"உடற்பயிற்சி செய்த பிறகு , எனக்கு அதிக ஆற்றல் கிடைக்கிறது , நான் படுக்கையில் படுத்துக் கொண்டு ஓய்வெடுக்க அதிக ஆற்றலைப் பயன்படுத்துகிறேன் !",1
2741,மக்கள்தொகை வளர்ச்சியை நான் அஞ்சாத ஒரு சமூக கணக்கெடுப்பை நான் செய்கிறேன் .,1
2742,"புகைப்படத்தில் , நாங்கள்  வடிப்பான்களை வைக்கிறோம் , தங்களை உண்மையான முறையில் மறந்து விடுகிறோம் .",1
2743,"பொறுப்பை ஏற்கும் பயம் , வேடிக்கையாக மட்டுமே இருக்கும்",1
2744,"இயற்கையின் இயல்பில் தூங்குங்கள் , அமைதியைக் கண்டுபிடி , வாழ்க்கையின் சாரத்தை புரிந்து கொள்ளுங்கள்",0
2745,"ஒவ்வொரு கணத்தையும் சேமிக்கவும் , சிரிக்கவும் , கனவைப் பாருங்கள் , அழகான நினைவுகளை உருவாக்குங்கள்",0
2746,இந்த மூக்கு சூனியத்தின் மூக்கை விட நீளமானது .,1
2747,உலகின் பாதுகாப்பான இடமான தாயின் கப்பல்துறை அங்கு செல்லுங்கள்,0
2748,"ஸ்மார்ட்போன் இல்லாமல் சுவாசிப்பதில் சிரமம் உள்ளது , ஆனால் வாடகை செலுத்துவதில் அல்ல .",1
2749,"`` இந்த இசைக்கலைஞர் அத்தகைய தீண்டத்தகாததைப் பாடுகிறார் , ஆடுகள் கூட அவரது பாடலைக் கேட்டபின் பால் கொடுப்பதை நிறுத்துகின்றன ! `` ( இசை சிதைந்தால்",1
2750,"ஆற்றின் ஓட்டத்தில் ஓட்டம் , வாழ்க்கையை எளிதில் வாழ்க",0
2751,"மனிதர்களை விட எனக்கு அதிகம் தெரியும் , ஆனாலும் என் வாழ்க்கையின் கேள்விகளுக்கு என்னால் பதிலளிக்க முடியாது .",1
2752,"இப்போது தன்னார்வ தொண்டு நிறுவனத்தில் வேலை செய்ய வேண்டிய நேரம் வந்துவிட்டது , சமூகவியலை மறந்துவிட்டு சமூகத்திற்கு வேலை செய்ய வேண்டிய நேரம் இது .",1
2753,`` நீங்கள் ஒரு கலைஞரா அல்லது நீங்கள் வண்ணங்களுடன் விளையாடுகிறீர்களா என்று எனக்குத் தெரியவில்லை . '',1
2754,"இந்த புத்தகத்தில்  கடிதங்கள் உள்ளன , நான் படிக்கும்போது தூக்கத்தை  ஆரம்பித்தேன்",1
2755,"உங்கள் கலை மிகவும் சுருக்கமானது , அதைப் புரிந்து கொள்ள நான் மிகவும் முட்டாள் என்று நினைக்கிறேன் .",1
2756,"வடிகட்டியை வைக்காமல் எந்த புகைப்படமும் வைக்கப்படவில்லை , ஆனாலும் அவர் `` உண்மையானது '' என்று அழைக்கப்படுகிறார் .",1
2757,"காலை கதிர்களிடமிருந்து காலை இலை , வாழ்க்கையில் புதிய நம்பிக்கையின் செய்தி",0
2758,"நான் ஒரு கலைஞர் அல்ல , நான் அழுக்கு காகிதத்தில் நிபுணர்",1
2759,"அவர் ஒரு நல்ல கலைஞர் , அவர் தனது கலையை விற்க தேவையில்லை !",1
2760,"இப்போது கார்ப்பரேட் உலகத்திற்குச் செல்ல வேண்டிய நேரம் இது , பொருளாதாரத்தை மறந்து வணிகம் செய்ய வேண்டிய நேரம் இது .",1
2761,முந்தைய பிறப்பில் மட்டுமே நான் கணக்கிட்டேன் என்று நினைக்கிறேன் .,1
2762,"தூபம் , நிழலும் செல்கிறது , சிரமங்களால் மகிழ்ச்சியும் முக்கியமானது",0
2763,"நடிகைகள் ஒருபோதும் யாருக்கும் பயப்படக்கூடாது , அவர்கள் எப்போதும் குரலை உயர்த்த வேண்டும் !",1
2764,"உடற்பயிற்சிகளையும் செய்யுங்கள் , பொருத்தமாக இருங்கள் , நேரடி வாழ்க்கை ... முதலியன !",1
2765,ஜிம்மில் எனது மிகப்பெரிய சாதனை அங்கு செல்ல திட்டமிடுவதாகும் !,1
2766,வணிக பயன்பாடு - அனைவரையும் கடவுளாக மாற்றும் ஏதேனும் விமர்சகர் இருக்கிறாரா ?,1
2767,"புதிய விஷயங்களை முயற்சிப்பதில் விருப்பம் , ஆனால் பழைய பழக்கங்களை விட்டுவிடவில்லை .",1
2768,"சிறிய கைகள் காற்றில் அசைக்கின்றன , குழந்தை பருவ கனவுகள் வானவில் நம்பிக்கையாகின்றன",0
2769,"தவறுகளுக்கு பயப்பட வேண்டாம் , அவர்களிடமிருந்து கற்றுக்கொள்ளுங்கள் , பலமாக இருங்கள்",0
2770,"ஒவ்வொரு கனவையும் பணத்துடன் இணைக்கிறது , மகிழ்ச்சியின் உண்மையான செலவை மறந்து விடுங்கள் .",1
2771,"நான் ஒரு ரகசிய முகவராக மாறுவேன் என்று நினைக்கிறேன் , ஒரு ஹேக்கர் அல்ல .",1
2772,"திறந்தவெளியில் காற்றுடன் கூடிய ரேஸ் , வாழ்க்கை பந்தயத்தில் புதிதாக உயர்த்தப்பட்டது",0
2773,"நண்பரே , இவ்வளவு வியர்வையுடன் குளிக்க வேண்டிய அவசியமில்லை .",1
2774,"அவரது ரசிகர் பின்தொடர்வதும் புரிந்துகொள்ள முடியாதது , அவர் ஒரு மலிவான நடிகர் !",1
2775,"நான் ஒருபோதும் யாருடனும் விவரிக்க மாட்டேன் , இவை அனைத்தும் ஊடகங்களின் முட்டாள்தனம் மட்டுமே .",1
2776,இந்த புதிய தலைமுறை எப்போதாவது அதன் சொந்த காலில் நிற்கக் கற்றுக்கொள்ளுமா ?,1
2777,"வொர்க்அவுட்டை ஒரு பொருட்டல்ல , இது மரபணுவின் விஷயம் !",1
