,punjabi_text,result
6708,ਚਿਮਨਜ਼ੀ ਦਾ ਸਕੈਚ ਉਨ੍ਹਾਂ ਦੀ ਡਰਾਇੰਗ ਨਾਲੋਂ ਵੀ ਵਧੀਆ ਹੈ,1
6709,ਡਾਂਸ ਬਹੁਤ ਬੋਰ ਹੈ ਕਿ ਤੁਸੀਂ ਸੌਂ ਸਕਦੇ ਹੋ .,1
6710,ਚਮਤਕਾਰਾਂ ਦੀ ਦੁਨੀਆ ਨੂੰ ਵੇਖਣ  ਕਿਤਾਬਾਂ ਦੇ ਪੰਨਿਆਂ ਵਿਚ ਹਾਰਨਾ  [ ਤਸਵੀਰ : ਇੱਕ ਆਰਾਮਦਾਇਕ ਕੁਰਸੀ ਤੇ ਬੈਠਾ ਇੱਕ ਖੁਸ਼ਹਾਲ ਵਿਅਕਤੀ ਕਿਤਾਬ ਪੜ੍ਹ ਰਿਹਾ ਹੈ ],0
6711,"ਜ਼ਿੰਦਗੀ  ਨਦੀ ਹੈ ,  ਵਾਰੀ , ਹੱਸਣ ਅਤੇ ਵਹਾਅ 'ਤੇ  ਨਵਾਂ ਦ੍ਰਿਸ਼ ਹੁੰਦਾ ਹੈ",0
6712,"ਹਵਾਵਾਂ ਨਾਲ ਨੱਚੋ , ਖੁੱਲੇਪਨ ਵਿੱਚ ਆਜ਼ਾਦੀ ਦਾ ਗਾਣਾ ਗਾਓ",0
6713,ਮੈਂ ਬਹੁਤ ਜ਼ਿਆਦਾ  ਸ਼ਾਸਤਰ ਪੜ੍ਹਦਾ ਹਾਂ ਜਿਸਦਾ ਮੈਂ ਵਿਦੇਸ਼ੀ ਮੁਦਰਾ ਤੋਂ ਵੀ ਨਹੀਂ ਡਰਦਾ .,1
6714,ਰੰਗ ਜੋ ਤੁਸੀਂ  ਪੇਂਟਿੰਗ ਵਿੱਚ ਵਰਤੇ ਹਨ.ਇਹ ਰੰਗਾਂ ਦਾ ਅਪਮਾਨ ਹੈ !,1
6715,"ਨਾਇਕਾ ਨਾਲ ਪਿਆਰ ਵਿੱਚ ਪਾਗਲ  ਅਤੇ ਨੱਚਦੇ  ਅਤੇ ਗਾਉਂਦੇ  ,  ਜ਼ਿੰਦਗੀ ਵਿੱਚ ਵੀ ,  ਕਿਸੇ ਨਾਲ ਗੱਲ  ਤੋਂ ਵੀ ਡਰਦੇ  !",1
6716,``  ਬਹੁਤ ਹੈਰਾਨੀ ਵਾਲੀ ਗੱਲ ਹੈ ਕਿ   ਮੈਨੂੰ ਰੋਣ  ਮਜ਼ਬੂਰ ਕਰਦਾ ਹੈ . '',1
6717,ਛੋਟਾ ਬੱਚਾ ਵੀ ਬਣਾ ਸਕਦਾ ਹੈ !,1
6718,"`` ਆਪਣੀ ਤਸਵੀਰ ਵੱਲ ਵੇਖਦਿਆਂ , ਅਜਿਹਾ ਲਗਦਾ ਹੈ ਕਿ ਤੁਸੀਂ ਉਂਗਲੀਆਂ ਨਾਲ ਨਹੀਂ ,  ਜਾਦੂ ਨਾਲ ਬਣਾਇਆ ਹੈ . ''",1
6719,"ਇਮਾਨਦਾਰੀ ਦਾ ਰਾਹ ਅਪਣਾਓ ,  ਚੀਜ਼ ਵਿਚ ਆਪਣੀ ਪੂਰੀ ਕੋਸ਼ਿਸ਼ ਕਰੋ , ਸਫਲਤਾ ਦੀ ਹਵਾ ਲਿਆਓ",0
6720,ਫਿਲਮ ਵਿਚ ਇਕੋ ਸਮੀਕਰਨ ਦੀ ਵਰਤੋਂ ਕਰਨਾ ਕੰਮ  ਦਾ  ਨਵਾਂ ਤਰੀਕਾ ਹੈ !,1
6721,"ਮੈਨੂੰ ਮੇਰੇ ਕੰਮ ਵਿਚ ਪੂਰਾ ਵਿਸ਼ਵਾਸ ਹੈ , ਮੈਂ ਜਾਣਦਾ ਹਾਂ ਕਿ ਮੈਂ ਕੀ  ਰਿਹਾ ਹਾਂ .",1
6722,"ਨਵੀਂ ਟੈਕਨੋਲੋਜੀ ਦੀ ਵਰਤੋਂ ਕਰੋ ,  ਸਭਿਆਚਾਰ ਨੂੰ ਭੁੱਲਣਾ .",1
6723,"ਕੁਦਰਤ ਦੇ ਸੰਗੀਤ ਵਿਚ , ਸ਼ਾਂਤੀ ਮਿਲੇ , ਜੀਵਨ ਦੇ ਤੱਤ 'ਤੇ ਗੌਰ ਕਰੋ",0
6724,"ਗਲਤੀਆਂ ਤੋਂ ਸਿੱਖਣਾ ਚਾਹੀਦਾ ਹੈ , ਮਜ਼ਬੂਤ ​​ਬਣੋ , ਅੱਗੇ ਵਧੋ",0
6725,"ਮਾਂ ਦੀ ਗੋਦ ਵਿਚ ਸ਼ਾਂਤੀ ਪਾਓ , ਸੁਰੱਖਿਆ ਦੇ ਸਮੁੰਦਰ ਵਿਚ ਨਹਾ ਕੇ ਅਤੇ ਦੁਨੀਆਂ ਨਾਲ ਪਿਆਰ ਸਾਂਝਾ ਕਰੋ",0
6726,"ਪਹਾੜਾਂ ਦੀ ਉਚਾਈ ਨੂੰ ਛੂਹਣ ਦੇ ਸੁਪਨੇ ਨੂੰ ਵੇਖੋ ,  ਮਿਹਨਤ ਦੇ ਖੰਭਾਂ ਦੇ ਨਾਲ ਉਡਾਣ ਭਰੋ",0
6727,"'ਫੂਡ ਬਲੌਗਰ '   ਹੈ ,   ਦਾ ਭੋਜਨ ਨਹੀਂ ਖਾਣ ਵਾਲਾ !",1
6728,"ਕਵਿਤਾ ਨੂੰ ਪੜ੍ਹਨ ਤੋਂ ਬਾਅਦ , ਮੈਂ ਮਹਿਸੂਸ ਕੀਤਾ ਕਿ ਸ਼ਯਾਰੀ ਦੀ ਰੂਹ ਦੀ ਮੌਤ ਹੋ  ਹੈ .",1
6729,"ਮਾਂ ਦੀ ਗੋਦੀ ਵਿਚ ਸ਼ਾਂਤੀ ਲੱਭੋ , ਪਿਆਰ ਦੇ ਸਮੁੰਦਰ ਵਿਚ ਅਤੇ ਪਿਆਰ ਸਾਂਝਾ ਕਰੋ",0
6730,"ਜਿੰਮ ਵਿਚ ਪਸੀਨਾ ਵਾਸਣਾ , ਮੈਂ ਬਹੁਤ ਸਾਰੀਆਂ ਕੈਲੋਰੀਜਾਂ ਨੂੰ ਬਿਤਾਉਂਦਾ ਹਾਂ ਜੋ ਮੈਂ  ਆਉਂਦੇ ਹਾਂ ਅਤੇ ਉਨ੍ਹਾਂ ਤੋਂ ਹੋਰ ਕੈਲੋਰੀਜ ਭਰਦਾ ਹਾਂ !",1
6731,"ਹੁਣ    ਵੀ ਬਣਾ ਸਕਦਾ ਹੈ , ਤਾਂ ਕਲਾਕਾਰਾਂ ਦੀ ਕੀ ਲੋੜ ਹੈ ?",1
6732,"ਮੈਨੂੰ ਸਮਾਜਿਕ ਕੰਮ  ਦਾ  ਨਹੀਂ ਹੈ , ਮੈਂ  ਸਮਾਜ ਨੂੰ  ਦਾ ਕੰਮ ਕਰਦਾ ਹਾਂ .",1
6733,"`` ਇੰਨੀ '' ਹੈਸ਼ਟੈਗ ਪਾ ਕੇ ਕੀ ਹੁੰਦਾ ਹੈ ,  ਦਾ ਸਿੱਧਾ ਗੱਲ ਕਹੋ ! ``",1
6734,"ਮਾਂ ਦੀ ਗੋਦ ਵਿਚ ਸ਼ਾਂਤੀ ਪਾਓ , ਪਿਆਰ ਦੇ ਸਮੁੰਦਰ ਵਿਚ ਨਾ ਮਾਰੋ ਅਤੇ ਪਿਆਰ ਸਾਂਝਾ ਕਰੋ",0
6735,"ਨਫ਼ਰਤ ਦੀ ਅੱਗ ਬੁਝਾ ਕੇ , ਪਿਆਰ ਦਾ ਦੀਵਾ ਸਾੜੋ , ਵਿਸ਼ਵ ਨੂੰ ਸੁੰਦਰ ਬਣਾਓ",0
6736,"ਜੋ ਮੈਂ ਇੰਨਾ ਬਹੁਤ ਕੁਝ ਕਰਦਾ ਹਾਂ ,   ਦਿਖਾਵਾ ਹੈ ,  , ਮੈਂ ਪ੍ਰਯੋਗਸ਼ਾਲਾ ਛੱਡਣ ਦੀ ਯੋਜਨਾ ਬਣਾ ਰਿਹਾ ਹਾਂ ਅਤੇ ਸਮੁੰਦਰ ਦੇ ਕਿਨਾਰੇ ਮਨਾਉਣ ਦੀ ਯੋਜਨਾ ਬਣਾ ਰਿਹਾ ਹਾਂ .",1
6737,ਤੁਹਾਡੀ ਕਲਾ ਇੰਨੀ ਸੰਪੂਰਨ ਹੈ ਕਿ ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਕਿ ਤੁਸੀਂ ਕਿਸੇ ਹੋਰ ਗ੍ਰਹਿ ਤੋਂ ਹੋ .,1
6738,"ਬਿਨਾ ਭਾਸ਼ਾ ਤੋਂ ਬਿਨਾਂ , ਅਸੀਂ ਜਾਨਵਰਾਂ ਨਾਲੋਂ ਵੀ ਭੈੜੇ ਹੋਵਾਂਗੇ !",1
6739,ਮੈਂ ਹੈਰਾਨ ਹਾਂ ਕਿ ਕੀ ਕੋਈ  ਵਿੱਚ  ਸਾਰੀਆਂ ਮਸ਼ੀਨਾਂ ਦੀ ਵਰਤੋਂ ਕਰਦਾ ਹੈ .,1
6740,ਧਾਰਮਿਕ ਅਧਿਐਨ - ਕੀ ਕੋਈ ਰਸਤਾ ਹੈ ਜਿਸ ਵਿੱਚ ਸਿੱਧਾ ਅਤੇ ਸੁਰੱਖਿਅਤ  ?,1
6741,ਇੰਨੀ ਚੰਗੀ ਹੈ ਕਿ  ਹੁਣ ਮਨੁੱਖ ਨਾਲੋਂ ਬਿਹਤਰ ਇਨਸਾਨ  ਸਕਦਾ ਹੈ !,1
6742,ਨਾਲ ਗੱਲ ਕਰਨਾ ਦਿਮਾਗ ਨੂੰ ਖਰਾਬ  ਸਕਦਾ ਹੈ !,1
6743,ਮੈਨੂੰ ਯਕੀਨ ਹੈ ਕਿ ਮੈਂ ਅੱਜ ਸਾਰਿਆਂ ਨੂੰ ਕੁੱਟਾਂਗਾ ! ( ਖੇਡ ਵਿਚ  ਤੋਂ ਕਮਜ਼ੋਰ ਖਿਡਾਰੀ ),1
6744,"ਵੀ ਇਨਸਾਨਾਂ ਦੇ ਮਨਾਂ ਤੇ ਨਿਯੰਤਰਣ  ਸਕਦਾ ਹੈ ,   ਸਾਵਧਾਨ ਰਹੋ !",1
6745,"ਮੈਂ  ਸ਼ਖਸੀਅਤ ਹਾਂ ,   ਲੋਕ ਮੇਰੇ ਬਾਰੇ ਗੱਲ ਕਰਨਗੇ .",1
6746,ਸੰਗਮਰਮਰ ਦਾ ਬੁੱਤ ਬਹੁਤ ਸੁੰਦਰ ਹੈ ਕਿ ਮੈਨੂੰ  ਨੂੰ ਛੂਹਣ ਤੋਂ ਡਰਦਾ ਹੈ,1
6747,"ਜ਼ਿੰਦਗੀ ਦਾ ਕੋਈ ਟੀਚਾ ਨਹੀਂ , ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਮਸ਼ਹੂਰ ਹੋਣਾ ਚਾਹੁੰਦਾ ਹਾਂ .",1
6748,ਪੇਂਟਿੰਗ ਅਜਿਹੀ ਹੈ ਕਿ  ਚੀਪਨੀਜ਼ੀ ਵੀ ਬਣਾ ਸਕਦੀ ਹੈ .,1
6749,"ਹਵਾਵਾਂ ਦੇ ਸੰਗੀਤ 'ਤੇ ਟੈਰਕ , ਰੰਗਾਂ ਨਾਲ ਜ਼ਿੰਦਗੀ ਨੂੰ ਸਜਾਓ",0
6750,"ਹਵਾ ਨਾਲ ਨੱਚੋ , ਖੁੱਲੇਪਨ ਵਿੱਚ ਖੁਸ਼ੀ ਦੇ ਪਤੰਗਾਂ ਨੂੰ ਉਡਾਓ",0
6751,"ਇਮਾਨਦਾਰੀ ਦਾ ਸ਼ੀਸ਼ਾ ਰੱਖੋ , ਨਿਹਚਾ ਦੀ ਗੂੰਜ ਨੂੰ ਬਹੁਤ ਦੂਰ ਸੁਣਿਆ ਜਾਵੇਗਾ",0
6752,"ਮਾਂ ਦੀ ਗੋਦੀ ਵਿਚ ਸ਼ਾਂਤੀ ਪਾਓ , ਪਿਆਰ ਦੇ ਸਮੁੰਦਰ ਵਿਚ ਨਾ ਮਾਰੋ ਅਤੇ ਦੁਨੀਆ ਪ੍ਰਤੀ ਦਿਆਲੂਤਾ ਸਾਂਝੀ ਕਰੋ",0
6753,ਗ੍ਰਾਰਬਾ ਰਾਸ ਗਾਰਬਾ ਨਾਚ  ਜੀਵੰਤ ਅਤੇ ਰੰਗੀਨ ਤਿਉਹਾਰ ਹੈ,0
6754,"ਜ਼ਿੰਦਗੀ ਨਦੀ ਹੈ ,  ਵਾਰੀ , ਹੱਸਦੇ ਅਤੇ ਹੱਸਣ ਤੇ  ਨਵਾਂ ਦ੍ਰਿਸ਼ ਹੁੰਦਾ ਹੈ",0
6755,ਮੈਂ  ਵੀ  ਸਕਦਾ ਹਾਂ !  ਵਿਚ ਵਿਸ਼ੇਸ਼ ਚੀਜ਼ ਕੀ ਹੈ ?,1
6756,ਮੈਂ ਬਹੁਤ ਜ਼ਿਆਦਾ ਰਾਜਨੀਤੀ ਨੂੰ ਸਮਝਦਾ ਹਾਂ ਜਿਸ ਤੋਂ ਮੈਂ ਚੋਣਾਂ ਤੋਂ ਨਹੀਂ ਡਰਦਾ .,1
6757,ਆਰਕੀਟੈਕਟ ਸ਼ਾਇਦ ਇੱਕ ਜੇਲ੍ਹ ਵਿੱਚ ਰਹਿਣਾ ਚਾਹੁੰਦਾ ਹੈ ਜਿਸ ਵਿੱਚ  ਅਹੁਦਾ ਸੰਭਾਲਿਆ ਹੈ .,1
6758,"ਮੈਨੂੰ ਨਹੀਂ ਪਤਾ ਕਿ ਮੇਰੇ ਜਿੰਮ ਜਾਣ ਦਾ ਕੀ ਲਾਭ ਹੈ , ਕਿਉਂਕਿ ਮੇਰਾ ਭਾਰ ਉਨਾ ਹੀ ਹੈ !",1
6759,"ਤੁਹਾਡੀ ਡਰਾਇੰਗ ਦੇ ਮੁਕਾਬਲੇ , ਇੱਕ ਬਾਂਦਰ ਵੀ ਬਿਹਤਰ ਤਸਵੀਰ ਬਣਾ ਸਕਦਾ ਹੈ .",1
6760,"ਮੈਨੂੰ ਨਹੀਂ ਪਤਾ ਕਿ  ਪੇਂਟਿੰਗ ਚੰਗੀ ਜਾਂ ਮਾੜੀ ਹੈ ,   ਨਿਸ਼ਚਤ ਰੂਪ ਤੋਂ ਬੋਰਿੰਗ ਹੈ",1
6761,"ਆਪਣੇ ਸੁਪਨਿਆਂ ਨੂੰ ਪੂਰਾ   ਕੋਈ  ਨਾ  , ਬੱਸ ਸੋਚਦੇ ਰਹੋ",1
6762,"ਫਿਲਮ ਵਿਚ ਕੰਮ  ਦਾ ਕੰਮ ਕੀ ਹੁੰਦਾ ਹੈ , ਜਦੋਂ ਚਮੜੀ ਦਾ ਪ੍ਰਦਰਸ਼ਨ  ਕੁਝ ਹੁੰਦਾ ਹੈ .",1
6763,"ਦੂਜਿਆਂ ਦੀਆਂ ਖੁਸ਼ੀਆਂ ਵਿਚ ਸ਼ਾਮਲ ਹੋਵੋ , ਆਪਣੇ  ਨੂੰ ਖਿੜੋ",0
6764,"ਦਿਨ ,    ਆਵੇਗਾ ਕਿ  ਸਾਨੂੰ ਆਪਣਾ ਗੁਲਾਮ ਬਣਾ ਦੇਵੇਗਾ.ਪਰ ਉਦੋਂ  , ਸਾਨੂੰ ਘੱਟੋ ਘੱਟ  ਸੁਨਿਸ਼ਚਿਤ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ ਕਿ  ਸਾਨੂੰ ਚੰਗੀ ਤਰ੍ਹਾਂ ਭੋਜਨ ਦਿੰਦੇ  ਅਤੇ ਖੁਆਉਂਦੇ  .",1
6765,ਮੇਰੀ ਡਰਾਇੰਗ ਪ੍ਰਤਿਭਾ ਇੰਨੀ ਲੁਕ  ਹੈ ਕਿ ਮੈਨੂੰ  ਵੀ ਨਹੀਂ ਪਤਾ ਕਿ  ਕਿੱਥੇ ਹੈ .,1
6766,ਮੂਰਤੀਕਾਰ ਸ਼ਾਇਦ ਪੱਥਰਾਂ ਨੂੰ ਕੱਟਣ ਤੋਂ ਇਲਾਵਾ ਕੁਝ ਵੀ ਨਹੀਂ ਜਾਣਦਾ .,1
6767,"ਫਿਲਮ ਵਿਚ ਟੱਕਰ ਮਾਰੋ , ਦੂਜੇ ਵਿਚ ਫਲਾਪ ,  ਹੈਰਾਨੀਜਨਕ ਕਿਰਿਆਸ਼ੀਲਤਾ ਹੈ !",1
6768,ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਕਿ ਮੈਂ ਸਰੀਰਕ ਸਿੱਖਿਆ  ਬਹਾਨਾ ਬਣਾ ਕੇ ਕਿਸੇ ਨੂੰ ਤਾਰੀਖ ਦੇ ਸਕਦਾ ਹਾਂ .,1
6769,"ਕਿਸੇ ਕੋਲ 'ਪਹਿਲੇ ਪਿਆਰ ' ਦੀ ਕਹਾਣੀ ਹੈ ,  ਸੱਚਾ ਪਿਆਰ ਕੌਣ ਹੁੰਦਾ ਹੈ ?",1
6770,"ਸੂਰਜ ਦੀਆਂ ਕਿਰਨਾਂ ਨਾਲ ਜਾਗੋ , ਜ਼ਿੰਦਗੀ ਦਾ  ਜੀਓ ਅਤੇ  ਰੰਗ ਦਾ ਅਨੰਦ",0
6771,"ਤੁਹਾਨੂੰ ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਫੋਟੋ ਲਗਾਉਣ ਤੋਂ ਪਹਿਲਾਂ 100 ਵਾਰ ਸੋਚਣਾ ਪਏਗਾ , ਕਿਤੇ ਵੀ ਟ੍ਰੋਲ ਨਾ ਕਰੋ !",1
6772,"ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਕਿ ਇਨ੍ਹਾਂ ਲੋਕਾਂ ਤੋਂ ਪਹਿਲਾਂ ਕਿ ਮੈਂ ਇਥੋਂ ਭੱਜ ਜਾਵਾਂਗਾ , ਤਾਂ ਜੋ  ਮੇਰੇ `` ਫਿੱਟ '' .",1
6773,ਬਾਲੀਵੁੱਡ ਇਕੋ  ਜਗ੍ਹਾ ਹੈ ਜਿੱਥੇ ਲੋਕਾਂ ਦੀ ਜ਼ਿੰਦਗੀ ਗੀਤਾਂ ਤੋਂ ਰੁਮਾਲ ਤੱਕ  ਜਾਂਦੀ ਹੈ .,1
6774,ਸਾਬਕਾ ਖੋਜ - ਕੀ ਕੋਈ ਅਜਿਹਾ ਖੇਤਰ ਹੈ ਜਿਸ ਵਿੱਚ ਭੂਤਾਂ ਦੀ ਸੱਚਾਈ ਹਮੇਸ਼ਾਂ ਆਉਂਦੀ ਹੈ ?,1
6775,ਰਸਤੇ ਦੇ ਤਜ਼ਰਬਿਆਂ ਵਿੱਚ ਯਾਤਰਾ ਦਾ ਮਜ਼ਾਕ ਉਡਾਉਂਦਾ ਹੈ,0
6776,"ਮਾਂ ਦੀ ਗੋਦੀ ਵਿਚ ਸੁਪਨਾਓ , ਪਿਆਰ ਦੇ ਚੱਕਰ ਵਿਚ ਅੱਗੇ ਵਧੋ",0
6777,"ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ  ਕੁਝ  ਦਾ ਹੈ , ਅੱਜ ਸਟਾਰ ਅਗਵਾ  ਰਿਹਾ ਹੈ .",1
6778,"ਦੀਆਂ ਫਿਲਮਾਂ ਨੂੰ ਵੇਖਦਿਆਂ , ਲੱਗਦਾ ਹੈ ਕਿ ਦਿਮਾਗ ਦਾ ਦਹਾਰਾ ਕੀਤਾ ਜਾਵੇਗਾ !",1
6779,ਜ਼ਿੰਦਗੀ ਵਿਚ ਹਨੇਰੇ ਨੂੰ ਸੋਸ਼ਲ ਮੀਡੀਆ ਦੀ  .,1
6780,ਲੋਕ  ਵਿੱਚ ਕੁਝ ਚੰਗਾ  ਦੀ ਬਜਾਏ ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਬੰਦ ਕਰਨਾ ਪਸੰਦ ਕਰਦੇ  !,1
6781,ਬਹੁਤ ਸੋਹਣੇ  ਕਿ ਚੰਦਰਮਾ ਉਨ੍ਹਾਂ ਦੇ ਸਾਹਮਣੇ ਸ਼ਰਮਿੰਦਾ ਹੋ ਸਕਦਾ ਹੈ !,1
6782,ਮੈਂ ਚਾਹੁੰਦਾ ਹਾਂ ਕਿ  ਮੇਰੀ ਨੌਕਰੀ ਨੂੰ ਕਦੇ ਲੈ ਜਾਵੇ .,1
6783,"ਗੁੱਸੇ ਨੂੰ ਕੰਟਰੋਲ ਕਰੋ , ਸ਼ਾਂਤੀ ਦਾ ਰਾਹ ਅਪਣਾਓ",0
6784,ਦਿਆਲਤਾ ਦੇ ਹੱਥਾਂ ਵਿਚ ਉਮੀਦਾਂ ਦਾ ਆਸਰਾ ਅਨੰਦ ਲੈਣ ਨਾਲ  ਖੁਸ਼ੀ ਦਾ ਤਰੀਕਾ ਬਣਾ ਦੇਵੇਗਾ,0
6785,"ਜ਼ਿੰਦਗੀ ਵਿਚ ਜਲਦੀ ਨਾ ਕਰੋ ,   ਨੂੰ ਧਿਆਨ ਨਾਲ",0
6786,"ਮੈਨੂੰ ਕਦੇ ਵੀ ਮੇਰੇ ਫੈਸਲਿਆਂ ਦਾ ਪਛਤਾਵਾ ਨਹੀਂ ਕਰਦਾ , ਮੈਂ ਹਮੇਸ਼ਾਂ ਸਹੀ ਫ਼ੈਸਲੇ ਲੈਂਦਾ ਹਾਂ .",1
6787,"ਡਰਾਮੇ ਦੇ ਅੰਤ ਤੱਕ , ਸਿਰਫ ਦਰਸ਼ਕਾਂ ਨੂੰ ਸੌਂਪ ਜਾਣਾ ਚਾਹੀਦਾ ਹੈ .",1
6788,ਭਾਸ਼ਾ ਇੰਨੀ ਤੇਜ਼ੀ ਨਾਲ ਵਿਕਾਸ  ਰਹੀ ਹੈ ਕਿ ਪੁਰਾਣੇ ਸ਼ਬਦਾਂ ਨੂੰ ਸਮਝਣਾ ਮੁਸ਼ਕਲ ਹੈ !,1
6789,"ਕੁਦਰਤ ਨਾਲ ਨੱਚੋ , ਜੀਵਨ ਦੀ  ਰਜਾ ਪ੍ਰਾਪਤ ਕਰੋ",0
6790,"ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਕਿ  ਦਾ ਖ਼ਤਰਾ ਅਤਿਕਥਨੀ ਹੈ.ਆਖਰਕਾਰ , ਮਸ਼ੀਨਾਂ ਅਜੇ ਵੀ ਕਾਫੀ ਬਣਾਉਣ ਦੇ ਯੋਗ ਨਹੀਂ  .",1
6791,"ਗਾਣਾ ਬਣਾਓ , ਮੁਸਕਰਾਹਟ ਨਾਲ ਜ਼ਿੰਦਗੀ ਨੂੰ ਸਜਾਓ",0
6792,"ਮੈਂ  ਸ਼ਖਸੀਅਤ ਹਾਂ ,   ਲੋਕ ਮੇਰੇ ਬਾਰੇ ਗੱਲ ਕਰਨਗੇ .",1
6793,"ਵਿਲਸਨ ਹਿੱਲ , ਗੁਜਰਾਤ ਦਾ ਤਾਜ , ਜਿੱਥੇ ਬੱਦਲਾਂ ਨੂੰ ਛੂਹਣ ਦੀ ਭਾਵਨਾ ਹੁੰਦੀ ਹੈ",0
6794,"ਦੇਣ ਦੇ ਨਾਮ ਤੇ , ਸਿਰਫ ਤੁਹਾਨੂੰ ਗੁੱਸਾ ਆਉਂਦਾ ਹੈ , ਕੀ  ਅਦਾਕਾਰੀ ਹੈ ?",1
6795,"ਹਵਾਵਾਂ ਨਾਲ ਨੱਚੋ , ਜ਼ਿੰਦਗੀ ਦੇ ਸੁਪਨਿਆਂ ਨੂੰ ਖੁਦ ਖੋਲ੍ਹੋ",0
6796,ਪ੍ਰਾਚੀਨ ਸ਼ਹਿਰ ਹੈ ਜੋ ਕਿ ਸਿੰਧ ਘਾਟੀ ਸਭਿਅਤਾ ਦਾ ਹਿੱਸਾ ਸੀ,0
6797,"ਆਪਣੇ  ਨੂੰ ਜਿੰਮ ਵਿਚ ਪ੍ਰੇਰਿਤ   , ਮੈਂ ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਤੰਦਰੁਸਤੀ ਦੇ ਮਾਡਲਾਂ ਦੀਆਂ ਫੋਟੋਆਂ ਵੇਖਦਾ ਹਾਂ ,  ਫਿਰ ਮੈਂ   ਹਾਂ !",1
6798,"ਰੋਜ਼ਾਨਾ ਕੁਝ ਨਵਾਂ ਸਿੱਖੋ , ਗਿਆਨ ਦੀ ਦੀਵਾ ਰੋਕੋ , ਹਨੇਰੇ ਮਿਟਾਓ",0
6799,"ਰਾਤ ਨੂੰ ਜਾਗਣਾ , ਸਵੇਰੇ ਉੱਠਦਿਆਂ ,  ਉਨ੍ਹਾਂ ਦੀ ਰੁਟੀਨ ਹੈ",1
6800,"ਉਸਦੇ ਪੁਰਸਕਾਰ ਖਰੀਦੇ ਜਾ ਰਹੇ  ,  ਪ੍ਰਤਿਭਾ ਬਿਲਕੁਲ ਨਹੀਂ ਹੈ !",1
6801,``  ਬਹੁਤ ਅਜੀਬ ਹੈ ਕਿ  ਪ੍ਰੇਸ਼ਾਨ  ਵਾਲੀ ਹੈ . '',1
6802,"ਤੁਹਾਡੀ ਪੇਂਟਿੰਗ ਵਿਚ ਕੋਈ ਸੰਤੁਲਨ ਨਹੀਂ ਹੈ ,  ਸਿਰਫ ਰੰਗਾਂ ਦਾ  ਹੈ .",1
6803,"ਮਾਂ ਦੀ ਗੋਦੀ ਵਿਚ ਸ਼ਾਂਤੀ ਲੱਭੋ , ਪਿਆਰ ਦੇ ਸਮੁੰਦਰ ਵਿਚ ਅਤੇ ਪਿਆਰ ਸਾਂਝਾ ਕਰੋ",0
6804,ਓਪੇਰਾ ਬਹੁਤ ਸ਼ਾਨਦਾਰ ਹੈ ਕਿ ਮੈਂ ਆਪਣੇ ਕੰਨਾਂ ਤੇ ਵਿਸ਼ਵਾਸ ਨਹੀਂ  ਸਕਦਾ,1
6805,"ਸੂਰਜ ਨਾਲ ਜਾਗ ਜਾਓ , ਚੰਦਰਮਾ ਨਾਲ ਸੌਂ ਜਾਓ , ਜ਼ਿੰਦਗੀ ਨੂੰ ਪੂਰਾ ਜੀਓ ਅਤੇ   ਦਾ ਅਨੁਭਵ ਕਰੋ",0
6806,ਤੁਹਾਡੀ ਕਲਾ ਬਹੁਤ ਡੂੰਘੀ ਹੈ ਕਿ ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਕਿ ਮੈਂ ਇਸਦੇ ਬਹੁਤ ਸਾਰੇ ਅਰਥਾਂ ਨੂੰ ਉਜਾਗਰ  ਰਿਹਾ ਹਾਂ .,1
6807,ਸੰਗੀਤਕਾਰ ਸ਼ਾਇਦ ਬੋਲ਼ੇ ਲੋਕਾਂ  ਸੰਗੀਤ ਬਣਾਉਂਦਾ ਹੈ .,1
6808,"ਜਿੰਮ ਵਿਚ  ਤੋਂ ਵੱਡਾ ਝੂਠ `` ਕੋਈ  ਨਹੀਂ , ਕੋਈ ਲਾਭ ਨਹੀਂ ! ''",1
6809,"ਪਹਾੜਾਂ ਦੀ ਉਚਾਈ ਨੂੰ ਛੋਹਵੋ , ਉਨ੍ਹਾਂ ਨੂੰ ਆਤਮਿਆਂ ਨੂੰ ਖੰਭ ਲਗਾਓ",0
6810,"ਉਗਰਾਹੀ ਪੱਤੇ ਹਵਾ ਨਾਲ ਗੱਲਾਂ ਕਰਦੇ  , ਜੀਵਨ ਦੀ ਯਾਤਰਾ ਵੀ  ਤਰ੍ਹਾਂ ਹੈ",0
