,guj_text,result
2227,"માટીની સુગંધમાં ભીંજાયેલી , ગામની યાદો હૃદયને સ્પર્શે છે",0
2228,"અન્યને  કરવા માટે તમારો હાથ લંબાવો , ખુશી શેર કરીને પોતાને ખીલવું",0
2229,"પ્રામાણિકતા અને સત્ય સાથે જીવો , જીવન  રહેશે",0
2230,"ત્યાં જે  છે તેના માટે આભારી બનો ,  વાસ્તવિક સંપત્તિ છે",0
2231,"માફ કરવાનું શીખો ,  હળવા છે , સંબંધોના બંધન મજબૂત બને છે",0
2232,આજે પીઇ વર્ગ છે ?  ! સુખની બાબત ! ( ઉદાસી અવાજમાં ),1
2233,"આકાશમાં સપના લખવા માટે , રાતના આકાશમાં વાયર લખો",0
2234,"જૂના વૃક્ષની છાયામાં બુક , સમયના તરંગોમાં જ્  ાનની જર્ની",0
2235,"નફરતની આગને ઓલવી , પ્રેમનો દીવો બાળી નાખો , વિશ્વને પ્રેમ આપો",0
2236,"બોલીવુડની ફિલ્મો  બતાવે છે કે જીવન ફક્ત સોશિયલ મીડિયા  બનાવવામાં આવ્યું છે , વાયરલતામાં નહીં .",1
2237,"ભેદભાવ ધનિક લોકોને ફાયદો પહોંચાડવાનો  માર્ગ છે , ગરીબો માટે જીવવું મુશ્કેલ બન્યું છે .",1
2238,"જે હું પુસ્તકોથી ઘેરાયેલું છું ,  બધું  ોંગ કરે છે , હકીકતમાં હું સોનાના બહાનું શોધી રહ્યો છું .",1
2239,"પુસ્તકોના જ્  ાનથી પ્રકાશિત થાઓ , દરેક ક્ષણે કંઈક નવું શીખો અને તમારી દુનિયાને ચમકાવો",0
2240,"પ્રામાણિકતાનો માર્ગ , જો મુશ્કેલ હોય , પરંતુ  આપે છે",0
2241,પોરબંદર  મહાત્મા ગાંધીનું જન્મસ્થળ છે,0
2242,પરીક્ષા પછી એટલો  છે કે હું પુસ્તકોને  સ્પર્શ કરવા માંગતો નથી .,1
2243,"પિતાના હાથમાં વિશ્વાસ કરો , દરેક મુશ્કેલ માર્ગને પાર કરો અને  વધો",0
2244,"|8 |પવનમાં પાંદડા ઉડાન , જીવનની અનિશ્ચિત યાત્રા",0
2245,"પ્રથમ હિમવર્ષા દૃશ્ય , આત્મા સફેદ ચાદરમાં સૂતો",0
2246,"સૂર્યની જેમ બર્ન કરો , બીજાના માર્ગને હરખાવું",0
2247,આજકાલ મારા જીવનમાં ફક્ત બે વસ્તુઓ છે - સંખ્યાઓ અને સંખ્યાઓ .,1
2248,"રાવણી નદી બનો , ફ્લોર  વહેતા રહો",0
2249,"જો તમે થોડું ઘરનું કામ કરો છો , તો તેઓ તેમના હાથને દુ   પહોંચાડવાનું શરૂ કરે છે , શું કરવું તે  નથી !",1
2250,"ગીત સાંભળ્યા પછી , એવું લાગે છે કે અવાજ પ્રદૂષણની ઉજવણી છે .",1
2251,"જૂના ઝાડની છાયામાં સપના , સમયની થાકને દૂર કરતી વખતે ઉડતી",0
2252,"તમારું સંશોધન ટોચ  છે , અમે બધા તમારા પડછાયામાં છીએ .",1
2253,"કામદારોના પરસેવાથી  મહેનત  હોત , કઠોર હાથના ઇરાદા મજબૂત હોત",0
2254,"ગળાનો હાર સીડી બનાવો , આગામી વિજયનો પાયો નાખો અને મજબૂત બનવા માટે  વધો",0
2255,"પુસ્તકોના જ્  ાનથી પ્રકાશિત થાઓ , દરેક ક્ષણ કંઈક નવું શીખો અને તમારા વિશ્વને પ્રકાશિત કરો",0
2256,હું ઈચ્છું છું કે હું મારા પાંચ -વર્ષના બાળકના ચિત્રમાં જોવા મળે તેટલું  પ્રતિભાશાળી હોત,1
2257,"પર્વતોની  ંચાઇને સ્પર્શ કરવાનું સ્વપ્ન , આત્માઓની પાંખોથી આકાશને માપવા",0
2258,"પ્રથમ વસંતનો રિમજિમ સ્પ્રે , જમીનના હૃદયમાં નવી ખુશીના બીજ વાવે છે",0
2259,સુરતનો હીરા ઉદ્યોગ વિશ્વમાં પ્રખ્યાત છે,0
2260,હું શારીરિક શિક્ષણને બદલે અન્ય કોઈ વર્ગમાં રહેવા માંગું છું .,1
2261,તેઓ એટલા  છે કે તેમનું જીવન કોઈ ફિલ્મ કરતા ઓછું નથી !,1
2262,સોશિયલ મીડિયા  બીજાના વ્યક્તિગત જીવનમાં   કરો !,1
2263,"પર્વતોની  ંચાઇને સ્પર્શ કરો , પાંખોથી હિંમત ઉડાવો",0
2264,હું આશા રાખું છું કે તમે આના કરતાં વધુ સારું કરી શકશો !,1
2265,નદીના વહેતા પાણીમાં ડૂબતા સૂર્ય દરરોજ સાંજે  સુંદર વિદાય આપે છે,0
2266,"તે છે જે હું બેલેન્સશીટ બનાવી રહ્યો છું ,  ફક્ત  શો છે , હકીકતમાં હું સોનાના બહાનું શોધી રહ્યો છું .",1
2267,"સરકાર જે સમાજ કલ્યાણ કાર્યક્રમો ચલાવી રહી છે , તે  શો છે , હકીકતમાં તે લોકોને બેવકૂફ બનાવવાનો  માર્ગ છે .",1
2268,"દાદીની વાર્તાઓ , જીવનની કોયડાઓ  કરો",0
2269,"નાના ક્ષણોમાં  મૂનલાઇટ શોધો ,   મોટો નૂર છે , સંપૂર્ણ જીવંત છે",0
2270,"સપુટારા હિલ સ્ટેશન , પવનમાં વિસર્જન કરતા પર્વતોની સુગંધ , પ્રકૃતિના ખોળામાં શાંતિનું સ્થળ",0
2271,"ખેડુતોના હાથમાં પૃથ્વીનું ગીત , અન્નાદાતાના મજૂરથી જીવનનો માર્ગ",0
2272,"હે ભાઈ , મેં આખી રાત વ્યવસાયના પુસ્તકો વાંચ્યા , હવે લાગે છે કે સવાર સુધીમાં હું જાતે   ઉદ્યોગપતિ બનીશ .",1
2273,"રોબોટ્સ મનુષ્ય કરતાં વધુ કામ કરી શકે છે , તેથી આપણે શું કામ કરવાની જરૂર છે ?",1
2274,"જીવનની જેમ દરેક ક્ષણને અનુસરો , હાસ્ય કરો , સપના જુઓ , યાદો બનાવો",0
2275,"``  ચિત્રને જોતા , એવું લાગે છે કે કલાકારને પેઇન્ટ   ક્સ ફેંકવો પડ્યો . ''",1
2276,"સ્મિત  સૌથી સુંદર ઝવેરાત છે , હંમેશાં તેને પહેરો",0
2277,મને લાગે છે કે હું આજે સાંજે નેટફ્લિક્સ  સારી મૂવી જોઈશ અને  જીમને ભૂલીશ .,1
2278,"નાના હાથમાં રંગ , બાળપણની કલ્પનાઓનો રંગીન આકાશ",0
2279,"આત્માઓની પાંખો ફેલાવો , આકાશને સ્પર્શ કરવા માટે ઉડાન કરો",0
2280,`` આવી '' સકારાત્મકતા `` ક્યારેય '' પોઝિટિવિટી `` સાથે ફેરવશે ? '',1
2281,"અન્યનો  કરો , સહકારની લાગણી જાગૃત કરો , પ્રેરણા બનો",0
2282,મારી પસંદ કેમ ઓછી છે ? શું હું કંટાળાજનક છું ?,1
2283,"જો  ગીત હિટ છે , તો હું માથું હજામત કરીશ .",1
2284,"મહેનત કરો ,  દૂર કરો , સ્વાદ સફળતા",0
2285,"નફરતની આગને ઓલવી , પ્રેમનો દીવો બાળી નાખો , વિશ્વને પ્રેમ આપો",0
2286,"ફિલ્મમાં નૃત્ય કરવાનો અર્થ છે પસંદ કરો , છોડો , પછી ફેરવો .",1
2287,"સકારાત્મકતા લો , વિજ્  ાનના જાદુથી નકારાત્મકતાને દૂર કરો , જીવનની દરેક મુશ્કેલીને  કરો",0
2288,"બધું ઇન્સ્ટાગ્રામ સ્ટોરી  મૂકો , પરંતુ ખરેખર કંઇ કરો નહીં .",1
2289,"દરેક ક્ષણને  ગીત બનાવો , સ્મિતથી સજાવટ કરો",0
2290,"દરેક કાર્યને કલા તરીકે ધ્યાનમાં લો , સર્જનાત્મકતા સાથે ખીલશે",0
2291,"ફૂલોના હાસ્યને સાંભળો , સકારાત્મકતાનો ગળાનો હાર પહેરીને",0
2292,કદાચ તમારે કોઈ અન્ય કળામાં તમારો હાથ અજમાવવો જોઈએ .,1
2293,"પુસ્તકોના જ્  ાનથી પ્રકાશિત થાઓ , દરેક ક્ષણે કંઈક નવું શીખો",0
2294,"રાતની ઠંડી હવામાં  ​​ચા , શાંતિનો  ક્ષણ જીવો",0
2295,ફિલ્મની વાર્તા એટલી જૂની છે કે મને લાગે છે કે મેં તે પહેલાં ક્યાંક જોયું છે .,1
2296,"જૂના ઝાડની શાખાઓમાં સ્પેરો , પક્ષીઓના ગીતોને નાબૂદ કરે છે",0
2297,મનોરંજક નાટક છે કે તમે હસશો અને હસશો . ( ખરેખર કંટાળાજનક ),1
2298,``  કવિતા એટલી નિસ્તેજ છે કે મચ્છર  તે સાંભળ્યા પછી મરી જશે ! `` ( જ્યારે કવિતા અત્યંત એકવિધ હોય છે ),1
2299,શિલ્પકારને પ્રતિમા બનાવવાની કોઈ કુશળતા નથી .,1
2300,"રહસ્ય છે , પરંતુ શું આપણે  રહસ્યને  કરવા માંગીએ છીએ ?",1
2301,"એઆઈને માણસની જેમ બનાવવાના પ્રયાસમાં , માણસને  જેવા  બનાવો !",1
2302,"નદીની જેમ પ્રવાહ કરો , બંધ  કરો , ફ્લોર   વધો , મોજાને પાર કરો",0
2303,"પેઇન્ટરની પેઇન્ટિંગ્સમાં કોઈ કલાત્મકતા નથી , તે ફક્ત રંગોનો સ્પ્લેશ છે .",1
2304,"મને લાગે છે કે હું જેટલા કાર્યક્રમો લખું છું , તેટલું મુશ્કેલ બને છે .",1
2305,વ્યક્તિગત વિકાસ - એવી કોઈ પ્રક્રિયા છે કે જેમાં દરેકને હંમેશાં શ્રેષ્ઠ બનવાની યાત્રા મળે ?,1
2306,"સૂર્ય ડૂબ્યા પછી ચંદ્રની તેજમાં નૃત્ય કરો , રાત્રે નવો રંગ આપવાનું સ્વપ્ન",0
2307,મારું ચિત્રણ જોઈને લોકો સમજે છે કે હું  કલાકાર નથી,1
2308,હું તમારા બધા પ્રશ્નોના જવાબો જાણું છું ... શું તમે પૂછવાની હિંમત કરો છો ?,1
2309,"ભૂલોથી શીખો , મજબૂત બનો ,  વધો",0
2310,"બુક   લાઇફનો અધ્યાય સમાપ્ત  ગયો છે , નવા પ્રકરણની શરૂઆતની રાહ જોવી",0
2311,"ફિલ્મમાં અભિનય કરવાની ક્રિયા શું છે , જ્યારે સ્કિન શો બધું છે .",1
2312,"ફૂલોની જેમ ફૂલો , સુગંધ ફેલાવો , જીવનને ગુલશન બનાવો",0
2313,"મિત્રોને આલિંગવું ,  સાથે કિંમતી રાખો , દરેક ક્ષણે જીવો",0
2314,"ચિત્રને જોતા , એવું લાગે છે કે કલાકારને રંગો વિશે કંઈપણ  નથી",1
2315,"ચાના ઠંડા હોઠ  હાસ્યની હૂંફ , તે શિયાળામાં સવારે હળવા થાય છે",0
2316,"મિત્રોની બાજુમાં હસવું , યાદોની તિજોરીમાં ક્ષણો બચાવો",0
2317,મારા સિવાય દરેક  સોશિયલ મીડિયા  ખુશ છે !,1
2318,જૂના યુગમાં સામાજિક ન્યાય - ત્યાં કોઈ  હતો જ્યાં બધા લોકો એટલા હિંમતવાન હતા કે તેઓએ દરેકના હિતમાં નિર્ણય લીધો હોત ?,1
2319,ફિલ્મની વાર્તામાં ઘણા બધા વળાંક છે કે મારું  આશ્ચર્યચકિત  ગયું હતું .,1
2320,"પ્રથમ પુસ્તક , લોસ્ટ   વર્લ્ડ   વંડર્સ ખોલવું",0
2321,"તમારા ચિત્રને જોતા , એવું લાગે છે કે તમે 5 વર્ષનો બાળક બનાવ્યો છે",1
2322,"ભગવાનનો દરજ્જો આપશો નહીં , તે મનુષ્ય દ્વારા બનાવવામાં આવેલ મશીન છે .",1
2323,"નાના પક્ષીઓનું ચાલવું , સવારના કિરણોમાં નવા જીવનનાં ગીતો",0
2324,ભાષા   શસ્ત્ર છે જેનો ઉપયોગ કુશળતાપૂર્વક થવો જોઈએ !,1
2325,"સ્ક્રિપ્ટ છોડી દો , હીરો જોવા માટે કન્યાની શોધમાં છે .",1
2326,"પ્રામાણિકપણે જીવો , સત્યના માર્ગ  ચાલો , જીવન  રહેશે",0
2327,સારી ફિલ્મ છે કે તેને જોયા પછી તમે તમારી આંખો  વિશ્વાસ નહીં કરો . ( ખરેખર આશ્ચર્યજનક નથી ),1
2328,`` મને લાગે છે કે તમારી પેઇન્ટિંગ જોઈને  કોઈ તેને સમજી શકશે નહીં . '',1
2329,"વિશ્વના જાદુ સાથે વાસ્તવિકતાને બદલો , કોડની શાહી",0
2330,યોગાએ એટલી પ્રેક્ટિસ કરી કે હવે પદ્માનાને સૂવા માટે જરૂરી છે .,1
2331,સંગીતકારનું સંગીત એટલું મીઠું છે કે તે તમને પાગલ બનાવી શકે છે,1
2332,"સીડી પરાજિત કરો , સફળતા   વધો",0
2333,"તે છે જે હું પરીક્ષણ ટ્યુબમાં નમૂના મૂકી રહ્યો છું ,  ફક્ત  શો છે , હકીકતમાં હું  ંઘ માટે બહાનું શોધી રહ્યો છું .",1
2334,શું તમે કહી શકો કે તે કેવી દેખાય છે ?,1
2335,"બાળપણની યાદો ધોધની જેમ વહેતી હતી , હસીનના છાંટા છાંટતી હતી",0
2336,"તેઓ બ્રાન્ડ સમર્થનમાં બધા પૈસા કમાય છે , તેઓ કલાપ્રેમી તરીકે ફિલ્મોમાં કામ કરે છે !",1
2337,"સ્વપ્ન , તેમને પરિપૂર્ણ કરવાનો પ્રયાસ કરો ,  જીવનની મજા છે",0
2338,"|રાત્રે મૌન માં પક્ષીઓનો અવાજ , એકલતાના ભાગીદાર",0
2339,"પવનની   થિર્ક , રંગોથી જીવનને સજાવટ કરો",0
2340,મારો કસરતનો  એટલો છે કે હું જીમની સામે  પસાર  શક્યો નહીં !,1
2341,"નાના પગલાઓનો પ્રથમ નૃત્ય , જીવનના તબક્કે બેફિક્રીની",0
2342,"દરેક ક્ષણને  ગીત બનાવો , સ્મિત સાથે જીવન ગાઓ",0
2343,"કોડની કવિતા લખે છે , રંગ વિશ્વ સજાવટ કરે છે",0
2344,"પિતાના માર્ગદર્શન હેઠળ વધો , દરેક મુશ્કેલ પર્વતને પાર કરો અને લક્ષ્યસ્થાન સુધી પહોંચો",0
2345,"જીવનની જેમ દરેક ક્ષણને અનુસરો , હાસ્ય કરો , સપના જુઓ , સુંદર યાદો બનાવો",0
2346,"ધૈર્યનો દીવો પ્રકાશિત કરો , સંબંધોની નદી શાંત વહેશે",0
2347,શિલ્પકારને કદાચ શરીરરચનાનું જ્  ાન નથી .,1
2348,"નદી સાથે ચાલવાનાં પગલાં , જીવનના પ્રવાહ સાથે ચાલવા",0
2349,સોશિયલ મીડિયા  કોઈને અનુસરવાનો અર્થ  નથી કે તમે તેની સાથે મિત્રતા કરો છો !,1
2350,સંગીત એટલું જોરથી વગાડ્યું છે કે મારે મારા કાન બંધ કરવા પડશે .,1
2351,"પક્ષીઓની જેમ ઉડાન , આકાશને માપો",0
2352,"મારી પાસેની નોંધો છે , મેં તેને જાતે બનાવ્યું છે , મેં કોઈની  કરી નથી .",1
2353,"દરેક ક્ષણનું જીવન શોધો , હાસ્ય જીવંત , સપના જુઓ , જીવન જીવો",0
2354,"દરેક ક્ષણને જીવન તરીકે અનુસરો , હાસ્ય કરો , સપના જુઓ , સુંદર યાદો બનાવો",0
2355,"ગીત સાંભળીને , કોઈ  પાગલ થવા માટે લાંબો  લેશે નહીં .",1
2356,"દરેક ક્ષણને યાદગાર બનાવો , સ્મિતથી જીવન સુશોભન કરો અને અન્યના ચહેરા  સ્મિત લાવો",0
2357,મને લાગે છે કે હું વનનો રાજા નહીં  બર્ડિયન બનીશ .,1
2358,"ચાલો અનુભવો એકત્રિત કરીએ , પરાજયથી શીખો અને મજબૂત બનો",0
2359,"મનુષ્ય કરતાં વધુ સારું ? સંભવત , , પરંતુ શું તમે મનુષ્યની જેમ દયાળુ અને સહાનુભૂતિ અનુભવી શકો છો ?",1
2360,"નંબર છે , દરેક નૃત્યની લયમાં જુવાન બને છે",0
2361,મને લાગે છે કે હું શારીરિક શિક્ષણ માટે બહાનું બનાવીને કોઈને  ડેટ કરી શકું છું .,1
2362,"મહેનતનું  મીઠું છે , હાર માનો નહીં ,  વધો",0
2363,"મને લાગે છે કે હું અર્થશાસ્ત્રી નહીં ,  બેંક ડાકોટ બનીશ .",1
2364,"પ્રથમ શોધનો રોમાંચ , વિજ્  ાનના નવા ક્ષિતિજને સ્પર્શ કરવાની ઉત્કટ",0
2365,"અન્યને  કરવા માટે હાથ લંબાવી , ખુશી શેર કરીને પોતાને ખીલવું",0
2366,"બજેટ - શું ,  મહિનાની નવી તારીખ બજેટ બનાવવા માટે આવે છે ?",1
2367,હું સમજી શકતો નથી કે તમે ચિત્રો બનાવી રહ્યા છો અથવા રંગોનો વ્યય કરી રહ્યા છો .,1
2368,"અન્યને  કરવા માટે તમારો હાથ લંબાવો , ખુશી શેર કરીને પોતાને ખીલવું",0
2369,"સપના મોટા દેખાય છે , પરંતુ ઉભા થવાનું  કરતા નથી .",1
2370,"ત્યાં જે છે તેના માટે આભારી બનો , દરેક ક્ષણના આશીર્વાદોનો અહેસાસ કરો",0
2371,"પ્રથમ ધ્યેય , જીવનના ક્ષેત્રમાં વિજયનો અવાજ કરો",0
2372,"તમારું ડ્રોઇંગ જોઈને , હું મારી આંખો  વિશ્વાસ કરી શકતો નથી , તમે ખરેખર તેને બનાવ્યું છે ?",1
2373,"તમારી કળા જોઈને , બાળકો  હસશે.શરમ",1
2374,"પુસ્તકોના પૃષ્ઠોમાં ખોવાઈ જાઓ , જ્  ાનની યાત્રાની મુસાફરી કરો",0
2375,જો માત્ર ! ત્યાં  મશીન હતું જે આપણા માટે  કરશે .,1
2376,"હું સોશિયલ મીડિયા  ખૂબ સક્રિય નથી , મને  બધું ગમતું નથી .",1
2377,પછી સ્કોર બોર્ડ જોવું  સીધો શોખ બની ગયો છે .,1
2378,"નદીની રાવણી બનો , ફ્લોર  વહેતા રહો",0
2379,શું  નવી પે  ી ક્યારેય વાસ્તવિક દુનિયામાં રહેવાનું શીખશે ?,1
2380,"દ્વેષની અંધારાવાળી રાત દૂર કરો , પ્રેમનો દીવો બાળી નાખો , વિશ્વને પ્રેમ કરો",0
2381,ફિલ્મના દિગ્દર્શકને સિનેમાનું કોઈ જાણકારી નથી .,1
2382,"બીજાની ખુશીમાં જોડાઓ , જાતે ખીલે છે",0
2383,"પીઇ વર્ગ પછી , મારું શરીર એટલું દુ   પહોંચાડે છે કે એવું લાગે છે કે કોઈએ મને ખરાબ રીતે માર માર્યો છે !",1
2384,"સાથે પ્રવાહ કરો , પરંતુ તમારું લક્ષ્ય જાતે  નક્કી કરો , પાંખો મૂકો",0
2385,"માતાના ખોળામાં શાંતિ મેળવો , સ્નેહના સમુદ્રમાં સ્નાન કરો અને વિશ્વને પ્રેમથી સ્વીકારો",0
2386,"નદીના તરંગોમાંથી જાણો , સુગમતા જરૂરી છે",0
2387,મને લાગે છે કે પાછલા જીવનમાં  હું પ્રયોગશાળામાં હતો .,1
2388,"દરેક સંસ્કૃતિનો પોતાનો નૃત્ય , પરંપરાઓની રંગીન ઉજવણી હોય છે",0
2389,"પ્રામાણિકતાના માર્ગને પકડો , સત્યના પ્રકાશમાં આવો , જીવન  રહેશે",0
2390,"અજ્  ાત વિશ્વની  , પુસ્તકોના પાનામાં ખોવાઈ ગયા",0
2391,"|10 |નાના પક્ષીની પ્રથમ ફ્લાઇટ , આત્માઓ પાંખ",0
2392,"નાટકના ડિરેક્ટર સંભવત  પ્રેક્ષકોને હસાવવા માંગતા હતા , પરંતુ હાસ્યનું સ્થાન ગુસ્સે  રહ્યું છે .",1
2393,મેં  ચિત્ર બનાવ્યું છે કે વૈજ્  ાનિકો  તે સમજવાનો પ્રયત્ન કરશે,1
2394,મેદાનમાં દોડવું  દોડવાનું શરૂ કરે છે જાણે કે ફેફસાં મોંમાંથી બહાર આવશે .,1
2395,"મહેનતની સુગંધ , સફળતાનો સ્વાદ , જીવનનું  અનન્ય સ્વાદિષ્ટ જીવન",0
2396,શું  નવી પે  ી ક્યારેય તેમના માતાપિતાને માન આપવાનું શીખી શકશે ?,1
2397,"મારું કામ ફક્ત સ્ક્રીન  સારું દેખાવાનું છે , તે ડિરેક્ટરની જવાબદારી છે .",1
2398,"માતાના ખોળામાં શાંતિ મેળવો , સ્નેહના સમુદ્રમાં સ્નાન કરો",0
2399,વડોદરાના લક્ષ્મી વિલાસ પેલેસ શાહી આર્કિટેક્ચરનું ઉદાહરણ છે,0
2400,"ફૂલોના સ્મિતને આલિંગવું , દયાનો ગળાનો હાર પહેરીને",0
2401,"હા , બધું બરાબર છે , આપણે મૂર્ખ છીએ .",1
2402,"મિત્રો સાથે હસવું , જીવનની સંભાળ રાખો",0
2403,"|5 |પ્રથમ પ્રેમની કવિતા , શબ્દોમાં ધબકારા",0
2404,નાટ્યકાર પ્રેક્ષકોને હસાવવાના નામે મજા કરે છે .,1
2405,"પ્રામાણિકપણે જીવો , સત્યના માર્ગ  ચાલો , જીવન  રહેશે",0
2406,શું  ડ્રોઇંગનો અર્થ  રંગોની રેન્ડમ  છે ?,1
2407,"ભૂલો સુધારવા , દરેક ક્ષણ વધુ સારી વ્યક્તિ બનવાની રીત  ચાલો",0
2408,"ફોટોગ્રાફર ફક્ત સેલ્ફી લેવા માટે કામ કરે છે , તેને કલા વિશે કંઈપણ  નથી .",1
2409,તમારું ફૂટબોલ રમવું એટલું ખરાબ છે કે બોલ  તમારાથી ભાગી જાય છે .,1
2410,"ઘણી ડિગ્રી મેળવો , પરંતુ ફક્ત નોકરી માટે અનુયાયીઓ .",1
2411,ગરબા રાસ ગરબા ડાન્સ   વાઇબ્રેન્ટ અને રંગીન તહેવાર છે,0
2412,"દયાલુ હાથ મદદમાં વધારો કરે છે , વિશ્વને વધુ સુંદર બનાવે છે",0
2413,"જીવનની જેમ દરેક ક્ષણને અનુસરો , હાસ્ય કરો , સપના જુઓ , યાદો બનાવો",0
2414,"ટીકા સાંભળવાનું પસંદ  કરો , પોતાને સંપૂર્ણ માનો .",1
2415,"પ્રથમ કવિતા , હૃદયની અનટોલ્ડ વસ્તુઓનું ગીત સાંભળવું",0
2416,"મને શારીરિક શિક્ષણનો  નથી , થોડો ``  '' .",1
2417,હું એટલી બાયોટેકનોલોજી જાણું છું કે હું ક્લોનીંગથી ડરતો નથી .,1
2418,અભિનેત્રીઓ એટલી સમૃદ્ધ છે કે તેઓ કોઈની  કાળજી લેતા નથી !,1
2419,"બંજરે વાદળો આકાશમાં ફરતા હોય છે , કેટલાક હૃદયની જેમ અનિશ્ચિત હોય છે",0
2420,"ભૂલોથી ડરશો નહીં , દરેક નિષ્ફળતા નવી રીત બતાવશે , મુશ્કેલીઓ પાર કરશે , વિજ્ .ાનને તરંગ કરશે",0
2421,"માફ કરવાનું શીખો , જાતે હળવા બનો , સંબંધોને વધુ મજબૂત બનાવો",0
2422,ઝાડની નીચે  ભા રહેવું અને  કરવી અને માવજત માટે નોબેલ પુરસ્કાર લેવાની તૈયારી !,1
2423,ગુજરાતનો અદાણી બંદર ભારતનો સૌથી મોટો બંદર છે,0
2424,"તમારા ચિત્રને જોતા , એવું લાગે છે કે કૂતરાએ કેનવાસ ચાવ્યો છે",1
2425,"દરેક ક્ષણે જીવનને અનુસરો , હાસ્ય કરો , સ્વપ્ન જુઓ",0
2426,"નોકરીઓ જોઈએ છે , પરંતુ કામ કરી રહ્યું નથી .",1
2427,તમારી કલા ફક્ત બાળકોની મજા માણવા માટે છે.કોઈ ગંભીરતા નથી .,1
2428,આપણી લાગણીઓને  સમજી શકે છે અને આપણી જરૂરિયાતોને  પૂર્ણ કરી શકે છે ! હવે આપણે સાચા મિત્રને શોધવાની  જરૂર નથી !,1
2429,"પ્રામાણિકપણે જીવો , સત્યના માર્ગ  ચાલો , જીવન  રહેશે",0
2430,રાન કુચનો વિશાળ   અનન્ય કુદરતી સૌંદર્ય છે,0
2431,"અન્યને  કરવા , સુખ વહેંચવા , દુ   ઓછા હશે તે માટે હાથ લંબાવો",0
2432,તે આટલો  લીધો અને તેને બનાવ્યો ?,1
2433,"પુસ્તકોના જ્  ાનથી પ્રકાશિત થાઓ , દરેક ક્ષણે કંઈક નવું શીખો અને વિશ્વને ચમકાવો",0
2434,હું ખૂબ ઉપયોગ કરું છું કે મને લાગે છે કે હું જાતે   ફરતો બ્રહ્માંડ છું .,1
2435,"ગ્લોબલ   ર્મિંગ છે , ફેક્ટરીઓને ફાયદો પહોંચાડવાનો  ફક્ત  રસ્તો છે , સામાન્ય માણસ માટે જીવવાનું મુશ્કેલ બન્યું છે .",1
2436,"શસ્ત્રક્રિયા છે ,  બધું છેતરપિંડી છે , હકીકતમાં તે શરીરને ફાડી નાખવાની ખતરનાક  છે .",1
2437,"હું  જાહેર વ્યક્તિ છું , તેથી લોકો મારા વિશે વાત કરશે .",1
2438,"શીખવાની અરજને જાગૃત કરો , દરેક કાર્ય નવું જ્  ાન આપશે",0
2439,તમે કોઈ પરીક્ષા વિના નોબેલ પુરસ્કાર જીત્યો છે .,1
2440,"ફૂલોના સ્મિત સાથે શીખો , દરેક ક્ષણે ખુશીના રંગો ફેલાવો",0
2441,સોશિયલ મીડિયા  લોકોનું જીવન એટલું સારું છે કે મને લાગે છે કે હું ખોટી જગ્યાએ જન્મ્યો છું !,1
2442,"મને લાગે છે કે હું સમાજશાસ્ત્રી છું , હું સમાજના બધા રહસ્યોને સમજી શકું છું .",1
2443,શું   પ્રખ્યાત આર્ટ પીસ અનુકરણ છે ?,1
2444,"માતાના હાસ્યમાં છુપાયેલું છે , જે વિશ્વનો સૌથી  આશ્રય છે",0
2445,"જો ત્યાં રડવાનો કોઈ દ્રશ્ય હોય , તો પછી તમે  લાગુ કરો , જો ત્યાં કોઈ હાસ્યનું દ્રશ્ય હોય , તો તમે ચોકલેટ ખાઓ છો , તેઓ અભિનય નામની વસ્તુને ભૂલી ગયા છે !",1
2446,"ફૂલોનું હાસ્ય સાંભળો , સકારાત્મકતાના ગળાનો હાર પહેરીને ખુશી ફેલાવો",0
2447,"જીવન  નદી છે , દરેક વળાંક   નવું દ્રશ્ય છે , હસવું અને હસવું , આનંદ કરો",0
2448,શોધનો ખૂબ તણાવ છે કે નવા સૂત્રો મારા સપનામાં આવતા રહે છે .,1
2449,"નૃત્યને જોતા , એવું લાગે છે કે નર્તકો નશામાં છે .",1
2450,"સુરતનો કાપડ ઉદ્યોગ ભારતમાં પ્રખ્યાત છે , તેના યાર્નની વાર્તા વિશ્વભરમાં ફેલાય છે",0
2451,"નવી તકનીકનો ઉપયોગ કરો , પરંતુ સંસ્કૃતિ ભૂલી .",1
2452,વ્યવસાયમાં સફળતા મેળવવી જાણે બાળકોને સ્નાન કરવું હોય - ફક્ત થોડા લોકો  સક્ષમ છે .,1
2453,"દરેક પોસ્ટ 'બ્રધરહુડ ' ના સૂત્ર વધારે છે , પરંતુ ફક્ત વાસ્તવિક જીવનમાં લડે છે !",1
2454,હું જીમમાં એટલો સક્રિય છું કે  પસંદ કરતી વખતે મારો ફોન પડે છે !,1
2455,"મને લાગે છે કે હું વિજ્  ાનમાં  ભો નથી ,  અંધાધૂંધી સાથે છું .",1
2456,કલા છે કે કોઈ મંત્ર ?,1
2457,"હા , અમે ફક્ત તમારા સંશોધન દ્વારા સાચા વૈજ્ .ાનિક બની શકીએ છીએ .",1
2458,"સવારના પ્રથમ કિરણને આલિંગવું , પોતાને નવા દિવસની જેમ નવું બનાવો",0
2459,ચિત્રને જોઈને મારું  અસ્વસ્થ  ગયું .,1
2460,શું તે માર્મિક નથી કે આપણે જે  બનાવી રહ્યા છીએ તે  દિવસ આપણને નાશ કરી શકે છે ?,1
2461,હું એટલી બધી મેટ્રિક્સ સમજી શકું છું કે મને રેખીય બીજગણિતનો કોઈ  નથી .,1
