,Text,result
2079,"के साथ बातें करने में मजा आता है , ये कभी नहीं जीत सकता !",1
2080,"द्वारका गुजरात के पवित्र चार धामों में से है , जहां भगवान कृष्ण की लीलाओं की गूंज भी सुनाई देती है।",0
2081,"मुझे तो लगता है कि मैं बिजनेसमैन नहीं , बल्कि चायवाला जाऊंगा।",1
2082,ये पीई क्लास है या दंड भरने का तरीका ?,1
2083,"नदी के बहता पानी , की थकान को बहा ले जाता",0
2084,`` नाटक को देखकर तो मुझे लगता है कि अभिनेताओं को थिएटर छोड़कर कबड्डी खेलना शुरू देना चाहिए ! '' ( नाटक बेहद खराब हो ),1
2085,"ये किस का फुटबॉल है , जिसमें गेंद ज़्यादा हवा में है खिलाड़ी ज़्यादा ज़मीन ?",1
2086,"आपकी आलोचना करना तो भले ही आदमी का हो , लेकिन चुनावी में तो कोई विशेषज्ञ जाता है।",1
2087,"को मनुष्य जैसा बनाने की कोशिश में , कहीं मनुष्य को जैसा बना दे !",1
2088,`` ड्राइंग को देखकर तो कला के सारे नियम बेकार लगने लगते हैं। '',1
2089,"ज़िंदगी खुली किताब है , पन्ना नया पाठ पढ़ाए , हँस सीखो।",0
2090,"ज़िंदगी है , मोड़ नया नज़ारा है , हँस चलो , मज़े लो।",0
2091,`` ने मेरी जिंदगी इतनी आसान बना दी है। मुझे किसी भी चीज के बारे में सोचने की जरूरत नहीं है। मेरे लिए सकता है। '',1
2092,"नदी की रवानी से सीखो , मंजिल की बढ़ते रहो।",0
2093,"आपका विज्ञान में योगदान सोच से भी बड़ा है , सच्ची बात।",1
2094,"मैदान में जितने गोल दागे हैं , उतने तो ज़िंदगी में कभी नहीं देखे।",1
2095,"यहाँ कि बॉलीवुड की फिल्में भी दिखाती हैं कि जिंदगी सिर्फ़ सोशल मीडिया ही बनती है , वायरलिटी में नहीं।",1
2096,"ज़िंदगी की फुलझड़ी हो हंसी , खिली हुई खिड़की से झांकता सवेरा",0
2097,"दोस्तों को गले लगाओ , वो ज़िंदगी का अनमोल साथ हैं , मनाओ।",0
2098,मुझे तो लगता है कि इंजीनियरिंग का है कभी खत्म नहीं होने वाली प्रोजेक्ट की झंझट।,1
2099,"साबित होता है कि भगवान हैं , जो विज्ञान को बचा रहे हैं।",1
2100,"तुम्हारी तो कल्चर बना दी है , स्टडी की बुटी लगा के।",1
2101,"अग्नि की में मस्ती ढूंढो , में शांति पाओ , नृत्य के दर्पण में खुद को पहचानो",0
2102,आपकी पेंटिंग देखकर तो ऐसा लगता है कि आपने इसे नशे में बनाया है,1
2103,"प्रोजेक्ट डेडलाइन का तनाव इतना है कि खाने का भी स्वाद नहीं आता , कोडिंग के बारे में सोचता रहता हूँ।",1
2104,"दोस्तों के दिलों में रहो , ज़िंदगी का संगीत जगाओ",0
2105,"अरे भाई , मैंने तो पूरी रात गणित के सवाल किए , तो रहा है कि सुबह होते-होते मैं खुद ही गणितज्ञ जाऊंगा।",1
2106,"संगीत की धुन , रूह को छू लेती है दिल को झकझोर देती है।",0
2107,"माँ की गोद में शांति पाओ , स्नेह के सागर में स्नान करो प्रेम से दुनिया को गले लगाओ",0
2108,"अरे भाई , मैंने तो पूरी रात जीव विज्ञान की किताबें पढ़ीं , तो रहा है कि सुबह होते-होते मैं खुद ही चलता-फिरता कोशिका जाऊंगा।",1
2109,"साबरमती आश्रम महात्मा गांधी का हुआ करता था , ईंट में सत्य अहिंसा की कहानी लिखी है।",0
2110,"प्रकृति के रहस्यों को खोलो , विज्ञान की आँखों से दुनिया को देखो",0
2111,"बूढ़े पेड़ की शाखाओं चिड़ियों का नृत्य , हवा में खुशियों का संगीत",0
2112,"दूसरों की करो , यही असली इंसानियत है।",0
2113,"बिजनेस स्टैंडिंग - क्या कहीं ऐसा कोई स्थिति है , जो हमेशा ऊची रहती है ?",1
2114,"खुशियों को बांटो , वो बढ़ जाएंगी।",0
2115,"दौड़ो , लेकिन अपनी रफ़्तार से , धीरे-धीरे मंजिल पाना ही जीत है",0
2116,"दोस्तों के साथ हँसो , ग़मों को भुलाओ",0
2117,मुझे तो लगता है कि डॉक्टर बनने का है दिन-रात ऑपरेशन करना कभी खत्म होने वाली बीमारियों से लड़ना।,1
2118,"आशाओं की पतंग उड़ाओ , ज़िंदगी को नीले आसमान पहुंचाओ।",0
2119,"नदी की रवानी बनो , मंजिल की लगातार बहते रहो।",0
2120,"`` अबे भाई , से डरने की ज़रूरत नहीं , ये तो अभी ठीक से चाय भी नहीं बना सकता ! ''",1
2121,प्रदर्शनी में इतनी कलात्मक चीजें हैं कि मुझे नहीं रहा कि क्या देखूं क्या नहीं,1
2122,"ज्ञान का भंडार खोलो , डिजिटल समुद्र से अनमोल मोती चुनो",0
2123,ये नृत्य प्रदर्शन देखकर तो ऐसा लगता है कि नर्तकियों के पैरों में हड्डियां ही नहीं हैं।,1
2124,"नदी के किनारे टहलना , ज़िंदगी की धारा को करीब से समझना",0
2125,"अकाउंटिंग सिस्टम - क्या कहीं ऐसा कोई सिस्टम है , जिसमें हमें कभी कोई गड़बड़ नहीं करनी पड़ती ?",1
2126,"नैचुरल सिलेक्शन नहीं करेगा , हमारा टेलीविजन रिमोट दबाएगा।",1
2127,"बायोलॉजी का पढ़ाई करना बिलकुल ठीक है , फिर भी यहाँ हैं , क्योंकि डॉक्टर नहीं सकते।",1
2128,"माँ की गोदी में सपने देखो , सुरक्षा के घेरे में बढ़ो",0
2129,"पहली परीक्षा पास , ज़िंदगी की राहों हौसलों का",0
2130,"पंछियों का सुबह की सलामी , ज़िंदगी का अनमोल बनाता",0
2131,"फूलों की हँसी सुनो , सकारात्मकता का हार उम्मीदें बिखेरो",0
2132,"से सलाह लेना बेकार है , वो सिर्फ डेटा के आधार बात करता है !",1
2133,`` मुझे लगता है कि आपकी पेंटिंग को देखने के लिए ही 3D चश्मे की आवश्यकता है। '',1
2134,नर्तक के इतने तालबद्ध हैं कि घड़ी की सुइयां भी शरमा जाएंगी।,1
2135,"तो फॉरेस्ट रिसर्च का टाइम गया है , जीवविज्ञान को भूलकर प्रकृति के साथ रहने का है।",1
2136,"गुस्से काबू रखो , शांति का रास्ता अपनाओ",0
2137,"इतने लाखों करोड़ में बैंक बैलऐट के लिए इतना समझदार चुनौतीपूर्ण है , जैसे कि बच्चा 2+2 निकालने में।",1
2138,इतना दिमाग होने के बावजूद इंसानों के झगड़े सुलझा नहीं सकते ?,1
2139,खेल के बाद स्कोर बोर्ड को देखना तो सीधे शौक गया है।,1
2140,"माफ़ करना सीखो , दिल हल्का होता है , ज़िंदगी सुरीली बनती है।",0
2141,लोथल प्राचीन है जो सिंधु घाटी सभ्यता का हिस्सा था।,0
2142,"ज़िंदगी है , का लुत्फ़ उठाओ।",0
2143,"ये चित्र इतना खूबसूरत है कि मैं इसकी आंखों में खो जाना चाहता हूं , ... क्षमा करें , इसमें तो आंखें ही नहीं हैं।",1
2144,"जो कुछ है , उसके लिए शुक्रगुज़ार रहो , को धन्य समझो",0
2145,"समाजशास्त्र में लोगों के अभिप्रेत भविष्य - क्या कहीं ऐसा कोई था , लोग हमेशा अपने भविष्य को सही तरीके से पहचान सकते थे ?",1
2146,"कल्पना के पंख लगाओ , वर्चुअल संसारों में कहानियाँ लिखो",0
2147,"जो कुछ है , उसके लिए शुक्रगुज़ार रहो , धन्यता का एहसास करो सराहो",0
2148,"बरसात की पहली बूंद , ज़िंदगी में शुरुआत की खुशबू लाती है",0
2149,"पहली तालियां बजीं , ज़िंदगी की मंच पहला नृत्य",0
2150,"प्रकृति की गोद में सैर करो , सुकून लेकर लौटो शांति का पाठ पढ़ाओ",0
2151,"सोमनाथ मंदिर , शिव के ज्योतिर्लिंगों में से , भक्ति का प्रतीक , जहां सदियों से श्रद्धालुओं का तांता लगा रहता है।",0
2152,इतना स्मार्ट हो गया है कि इंसानों को बेवकूफ बना सकता है।,1
2153,"इंटरनेट मार्केटिंग - क्या कहीं ऐसा कोई धारावाहिक है , जिसमें चीजें ऑनलाइन होती हैं ?",1
2154,ये पहाड़ तो ऐसा है जैसे किसी ने केक मलाई डाली हो।,1
2155,"पहाड़ों की ताकत मापो , नदियों की गति बढ़ाओ , तकनीक के जादू से ज़िंदगी आसान बनाओ।",0
2156,"आपकी ड्राइंग को देखकर तो यही लगता है कि आपने कभी कला विद्यालय नहीं देखा है , या फिर वहां सोते थे !",1
2157,आपके चित्र इतने सस्ते हैं कि मैं ही बार में सभी को खरीद सकता हूँ।,1
2158,"फूलों की खिलो , रंग बिखेरो।",0
2159,मुझे तो लगता है कि साइंस का है दिन-रात प्रयोग करना कभी खत्म होने वाले वैज्ञानिक सिद्धांतों को पढ़ना।,1
2160,`` मुझे तो ये ड्राइंग किसी बच्चे के खिलौने जैसी लगती है। '',1
2161,तो मेरी ज़िन्दगी में दो ही चीजें हैं - प्रचार विज्ञापन।,1
2162,"माँ की गोदी में शांति पाओ , प्यार का सुरूर महसूस करो",0
2163,तुम्हारी पढ़ाई से ही तो विज्ञान को भी में आया है।,1
2164,"रोज़ कुछ नया सीखो , ज्ञान का दीप जलाए रखो।",0
2165,"पहली किरण का स्पर्श , खुशियों का पहला चुंबन",0
2166,"ये जितने सारे फार्मूले हैं , इन्हें समझने में मुझे तो पूरा साल जाएगा , खोज तो ही करनी है।",1
2167,"हां , सचमुच ! तो रोबोट ही डॉक्टर , इंजीनियर कलाकार जाएंगे  इंसानों को तो आराम करना है !",1
2168,"सिर्फ़ बॉलीवुड ही ऐसा है जहां बच्चों को पानी बहुत है , बाकी वो बिना पिये ही बड़े हो जाते हैं।",1
2169,"सामाजिक संबंध - क्या कहीं ऐसा कोई नेटवर्क है , जिसमें सभी कुछ अपने ही ठीक होता है ?",1
2170,"सपने में उम्मीद की , कोशिश में ज़िंदगी का अर्थ छिपा है।",0
2171,"ये बताओ , इंसानों से बेहतर जाओगे ? हैं",1
2172,"पहली नौकरी मिलना , ज़िंदगी की स्वतंत्रता का पहला",0
2173,"रोज़ कुछ नया सीखो , ज्ञान का जारी रखो।",0
2174,तो मेरी ज़िन्दगी में दो ही चीजें हैं - समाज संस्कृति।,1
2175,"से फिल्म देखी है , लगता है कि सारा जहाँ है हीरोइन का दीवाना।",1
2176,"सीमाएं सिर्फ दिमाग में हैं , टूटने के लिए , फिटनेस के पंख लगाकर उड़ान लो",0
2177,"गीत गाओ , नृत्य करो , ज़िंदगी को संगीत से सजाओ , रंग बिखराओ।",0
2178,"के आने से इंसानों की जरूरत हो जाएगी , जिससे बेरोजगारी की समस्या बढ़ जाएगी।",1
2179,"से विवाह करना चाहते हैं ? याद रखें , आपके बच्चों को पढ़ा नहीं पाएगा , क्योंकि उसके पास खुद कोई नहीं रहा है।",1
2180,"से शादी लो , फिर देखो कितना सुखी जीवन होगा !",1
2181,"प्रकृति के संगीत में झूमो , शांति पाओ , ज़िंदगी का सार समझो।",0
2182,"शरीर को ताल थिरकाओ , फिटनेस के नगामे में उठाओ",0
2183,"नदी की रवानी बनो , मंजिल की बहते रहो।",0
2184,शायद दिन ही हमें बताए कि इंसान हैं या नहीं।,1
2185,"मुझे तो किसी भी प्रयोग को करने का कोई नहीं है , मैं तो नया सिद्धांत खोजने के लिए प्रयोग करता हूँ।",1
2186,"अरे भैया , बैंक वालों से लोन मिलना आसान है , जैसे कि मैं सरकार में पीछे बैठा हूँ।",1
2187,"पृथ्वी की गोद संभालो , पर्यावरण का ख्याल रखो , हरियाली लाओ",0
2188,"आपका खिलवार , हमें बार नया तरीका बताता है हारने का।",1
2189,"लहरों की सरसराहट सुनते हुए समुद्र किनारे बैठना , ज़िंदगी की गहराइयों का अनुभव करना",0
2190,ये कविता तो इतनी अश्लील है कि बच्चों को सुनाई नहीं जा सकती।,1
2191,आपकी कला को देखकर तो लगता है कि आपको ड्राइंग की बुनियादी बातें भी नहीं पता।,1
2192,"गलतियों को सुधार लो , बेहतर इंसान बनो",0
2193,`` को लेकर बहुत सारे अप्रत्याशित परिणाम हो सकते हैं। लेकिन हमें उम्मीद करनी चाहिए कि हमारे जीवन को बेहतर बनाने में करेगा। '',1
2194,ने इंसानों के जीवन को इतना आसान बना दिया है कि इंसानों को सोचने की भी जरूरत नहीं है।,1
2195,"सूरज की किरणें गले लगाओ , दिन उम्मीदों के दीप जलाओ",0
2196,"मुझे नहीं पता कि किस ग्रह से हैं , लेकिन यहां पृथ्वी ऐसी ड्राइंग नहीं बनाते हैं",1
2197,"माँ की गोद में सपने देखो , सुरक्षा की छाया में बड़े होकर दुनिया को संवारो",0
2198,नृत्य को देखकर तो लगता है कि नर्तक नशे में धुत हैं।,1
2199,"का सदुपयोग करो , सॉफ्टवेयर के जरिए जीवन को आसान बनाओ  ( घंटे की तस्वीर )",0
2200,"किताबों के पन्नों में खो जाओ , ज्ञान का दीप जलाओ दुनिया को रोशन करो",0
2201,चित्रकार को ब्रश पकड़ने से पहले थोड़ा सा रंगों का ज्ञान प्राप्त करना चाहिए।,1
2202,ये कविता तो इतनी उलझी हुई है कि में ही नहीं आए।,1
2203,"तो बिजनेस स्कूल में जाने का टाइम गया है , व्यापार को भूलकर दोस्तों के साथ मस्ती करने का है।",1
2204,"कृतज्ञता का दिल रखो , छोटी-छोटी खुशियों का आनंद लो।",0
2205,"अरे भाई , मैंने तो पूरी रात न्यूटन के सिद्धांत पढ़े , तो रहा है कि सुबह होते-होते मैं खुद ही न्यूटन जाऊंगा।",1
2206,"जी हाँ , आपका तरीका ही सही है , बाकी सभी हैं।",1
2207,"`` को इंसानों से बेहतर बनाने की कोशिश रहे हैं , लेकिन क्या वो कभी इतना पाएगा कि इंसानों की खामियां ही उन्हें खास बनाती हैं ? ''",1
2208,"ज्ञान का दीप जलाए रखो , कौशल की रोशनी से प्रकाशित होगा।",0
2209,मुझे तो लगता है कि मैं किताबों के साथ ही पैदा हुआ हूँ।,1
2210,"शब्द से पहले सोचो , मीठा लगेगा या का घुन खायेगा।",0
2211,"सूरज के संग उठो , चाँद के संग सो जाओ , ज़िंदगी की खूबसूरती महसूस करो",0
2212,"इतना शक्तिशाली है कि दुनिया को सकता है , लेकिन क्या अच्छा होगा ?",1
2213,"दबाने सपने पूरे दे ! ऐसा कोई बना लो , बेकार की खोज में क्या लगे हो ?",1
2214,"ये जो समाजशास्त्री हैं , ये हमारे दिमाग को उलझाने का काम करते हैं , इन्हें समाज सुधारक कहना होगा।",1
2215,आपका टैलेंट तो चुटकी के बराबर है। बेकार की कोशिश है।,1
2216,"पहली बार साइकिल चलाना , संतुलन का पाठ आत्मविश्वास का जन्म",0
2217,"ये जो कंपनियां मुनाफा दिखा रही हैं , ये दिखावा है , में तो ये जनता को बेवकूफ बनाने का तरीका है।",1
2218,"जल्द ही सबके लिए कुछ देगा , हमें कुछ करने की ज़रूरत ही नहीं !",1
2219,"मां की हंसी में छिपी धूप , दुनिया का सबसे गर्म आश्रय",0
2220,मुझे लगता है कि मैं शारीरिक शिक्षा में एकमात्र व्यक्ति हूं जो वास्तव में मज़े नहीं रहा है।,1
2221,"मुझे तो मरीजों का इलाज करने का कोई नहीं है , मैं तो नोबेल पुरस्कार जीतने के लिए काम करता हूँ।",1
2222,"जल्द ही सबके लिए पैसे कमाएगा , हमें काम करने की ज़रूरत ही नहीं !",1
2223,"नदी के प्रवाह में बहो , लचीलेपन के साथ आगे बढ़ो",0
2224,"सपनों का साझा आकाश , साथ उड़ते ज़िंदगी के पंछी",0
2225,"| चांदनी में नहाए पेड़ , की नदी में बहते हुए सपने",0
2226,"जल्द ही हमारे लिए सोचेगा , हमें सिर्फ खाना होगा मस्ती करनी होगी !",1
2227,"मुझे उम्मीद है कि कभी हमारी नौकरी नहीं छीन लेगा। लेकिन से , मुझे उम्मीद है कि अच्छा बॉस होगा।",1
2228,"स्टॉक की मूल्यांकन - क्या कहीं ऐसा कोई गेम है , जिसमें कुछ में आता है ?",1
2229,"गुस्से काबू पाना , खुद जीत पाना है।",0
2230,"कीबोर्ड का वादक , अक्षरों से संगीत बजाता है।",0
2231,मैं तो इतना प्रयोग करता हूँ कि मुझे लगता है कि मैं खुद ही चलता-फिरता ब्रह्मांड हूँ।,1
2232,"वाह , विश्वविद्यालय के छात्र भी तो ओलंपिक में ही राज करेंगे।",1
2233,"नन्हे पैरों के छाप रेत , नन्हीं हंसी की मीठी गूंज बिखरती  ( छवि : सफेद रेत दौड़ते हुए छोटे बच्चों का समूह )",0
2234,"सूरज की किरणों के संग जगो , ज़िंदगी के को पूरा जियो",0
2235,"ये जो राजनीति है , ये धोखा है , में तो जनता को गुमराह करने का खेल है।",1
2236,`` इतना खराब है कि अच्छा है। '',1
2237,`` मुझे नहीं पता कि कलाकार हैं या सिर्फ रंगों के साथ खेल रहे हैं। '',1
2238,"इंसानों को नहीं पाता इंसान को , क्या ही जोड़ी है !",1
2239,"यदि कलाकार बनना चाहते हैं , तो आपको गंभीरता से अभ्यास करने की आवश्यकता है",1
2240,उसके चित्र इतने विस्तृत हैं कि उनमें घंटों खो सकते हैं !,1
2241,ये फिल्म की कहानी इतनी बेतुकी है कि मुझे लगता है कि इसे किसी बच्चे ने लिखा है।,1
2242,"किताबों की में खो जाना , कितना सुकून देता है।",0
2243,"हां भाई , मैं तो रात-दिन प्रयोगशाला में रहता हूँ , खोज का इंतज़ार है।",1
2244,विल्सन हिल स्टेशन गुजरात का सबसे ऊंचा हिल स्टेशन है।,0
2245,ठंडी हवा के झोंकों में सूरज ढलने के बाद तारों का जाल बिछ जाता है।,0
2246,का सेंस ह्यूमर इतना खराब है कि उसके चुटकुले सुनने के बाद रोना जाता है।,1
2247,"आपने पेंटिंग में जो तकनीक इस्तेमाल की है , पूरी से है",1
2248,"पहली किरण का छूना , ज़िंदगी के को मुस्कान से रोशन करता",0
2249,"खुद विश्वास करो , सेहत के रास्ते बढ़ो।",0
2250,तो कुछ सकता है ! इंसानों को तो कुछ आता ही नहीं !,1
2251,"कोई बात नहीं ये तो सिर्फ पैर ही है , मैं दूसरे पैर से भी दौड़ सकता हूँ ! ( चोट लगने के बाद )",1
2252,साइंटिस्ट्स को आपकी सोचने का शिक्षादान करना चाहिए।,1
2253,"गलतियों से सुधारो , बेहतर इंसान बनने के रास्ते निरंतर चलो",0
2254,"काम को कला समझो , आनंद देगा।",0
2255,ये डांस इतना बेढंगा है कि देखकर हंसी जाए।,1
2256,"ज्ञान का दीप जलाए रखो , कौशल की रोशनी फैलाएगा।",0
2257,"पहली परीक्षा पास करने की खुशी , ज़िंदगी के पहाड़ चढ़ने का पहला झंडा",0
2258,मैं तो इतना जीवविज्ञान पढ़ लेता हूँ कि मुझे डीएनए का भी नहीं है।,1
2259,ये संगीत इतना धीमा है कि नींद जाए।,1
2260,"चिंता करो , अभी तो ने हमारे काम छीने शुरू ही किए हैं , रोज़गार तो बहुत बाद में खत्म होंगे।",1
2261,"पहाड़ों की ऊँचाई छू लो , हौसलों के पंखों से उड़ान लो",0
2262,"टेस्ट ट्यूब में जादू , रसायन का संगीत बजे , आविष्कार जन्म लें",0
2263,"को प्यार हो सकता है या नहीं , सवाल वैज्ञानिकों को भी परेशान रहा है !",1
2264,गीत के बोल इतने बचकाने हैं कि बच्चे भी नहीं पाएंगे।,1
2265,"कोडिंग का मज़ा , रचनात्मकता का झरना बहाता है।",0
2266,"किताबों के पन्नों में खोना , अनजानी दुनिया की सैर करना",0
2267,"इंसान ही झूठ बोलते हैं , तो क्या बोलेगा ?",1
2268,"समाजशास्त्रिय अध्ययन - क्या कहीं ऐसा कोई कोर्स है , जिसमें सबकुछ सिर्फ बुक्स से ही सीखा जा सकता है ?",1
2269,"तुम्हारी खोज नहीं हुई , तो तुम्हारे नाम को रद्द करके कोई उसे खोज करता रहेगा।",1
2270,सिर्फ़ बॉलीवुड ही ऐसा है जहां लोगों की जिंदगी गानों से रूमाल-रूमाल में जाती है।,1
2271,"रंगों का उत्सव होली , भाईचारे का संदेश देती है।",0
2272,इतनी तेज दिमाग है कि हमें ही नहीं आता कि वो क्या सोच रही है।,1
2273,"के साथ करने की सोच भी रखना , तुम हारोगे !",1
2274,"फूलों की खुशबू सीखो , मुस्कुराहट से महकाओ।",0
2275,"किताबों के जंगल में खो जाओ , ज्ञान का खजाना खोजो , जिज्ञासा के पंख लगाकर उड़ान लो।",0
2276,`` ये ड्राइंग तो इतनी खराब है कि इसे देखकर पेंट भी रोने लगेंगे। '',1
2277,"इतनी धीमी गति से साइकिल चला रहे हो , जैसे कोई बगीचे में रहा हो।",1
2278,पेंटिंग को देखकर लगता है कि कलाकार के पास दिमाग ही नहीं है।,1
2279,"जितना कोड लिखना चाहिए , उतना लिख लिया है , तो जो भी आएगा , उसे देखेंगे।",1
2280,"सूरज की रोशनी में नहाओ , उम्मीदों के फूल खिलेंगे।",0
2281,"शिक्षक कहते हैं कि दौड़ने से शरीर फिट रहता है , लेकिन मुझे तो",1
2282,ये पुस्तक इतनी ज्ञानवर्धक है कि इसे पढ़ने के बाद पाएंगे कि कुछ भी नहीं जानते,1
2283,"नदी की रवानी बनो , मंजिल की निरंतर बहते रहो।",0
2284,"मुझे तो परीक्षा का कोई नहीं है , कुछ याद है , भले ही मैंने कभी किताब नहीं खोली हो।",1
2285,"किताबों के ज्ञान से रौशन हो , कुछ नया सीखकर ज्ञान को बढ़ाओ",0
2286,"हवाओं के संग झूमो , ज़िंदगी के खुलेपन में खुशियों के दीप जलाओ",0
2287,"सुबह की किरणें गले लगाओ , उम्मीदों की बढ़ो",0
2288,"शुक्रगुज़ार रहो , जो कुछ है उसके लिए , यही असली है",0
2289,"पहाड़ों की चोटी हवाओं का नृत्य , स्वतंत्रता का गीत गाना  [ छवि : पहाड़ों की चोटी झंडा लहराता हुआ , नीचे घाटी का मनोरम दृश्य ]",0
2290,"गलतियां सीढ़ियाँ बनें , असफलता से नया लेकर आगे बढ़ो",0
2291,लेखक की शैली इतनी है कि उसे समझना मुश्किल होता है,1
2292,"सुबह की किरण खिड़की छूए , खुशियों का नया दिन जगाए",0
2293,"गलतियों को सीख की सीढ़ी बनाओ , सुधार आगे बढ़ो , बेहतर बनो",0
2294,"गलतियों से सीखो , वो कमज़ोरी नहीं , सीढ़ियाँ हैं।",0
2295,"ज़िंदगी की राह साथी का हाथ , मुश्किल को हल्का बना दे",0
2296,"पहाड़ों से दृढ़ता सीखो , चुनौती पार करो।",0
2297,"रंग , रूप में ज़िंदगी का सार , विविधता के ताने-बाने में एकता का प्यार",0
2298,"जो सीखो , उसे दूसरों को बताओ , ज्ञान का प्रवाह फैलाओ , समाज को रोशन करो",0
2299,"अग्नि की में जलो , में शांत हो जाओ , नृत्य के दर्पण में खुद को पहचानो",0
2300,अपनी कला को गंभीरता से नहीं लेते हैं। शायद इसलिए ही नहीं हो पा रहे हैं।,1
2301,"ये जो डेटा विश्लेषण है , ये धोखा है , में तो डेटा को समझने का झंझट है।",1
2302,"आपका सम्मान करना हमारे लिए बड़ा आत्मघाती कार्य होगा , लेकिन कोशिश करेंगे।",1
2303,गणित ही ज़िन्दगी है तो फिर ज़िन्दगी बहुत उबाऊ है।,1
2304,"बीज से फूल बनने का देखो , जीवन का चक्र समझो , प्रकृति को सलाम करो।",0
2305,"तितली के पंख , रंगों का , ज़िंदगी में रंग ले",0
2306,"मैं तो प्रोजेक्ट प्रेजेंटेशन के दौरान भी कोडिंग करता रहूंगा , कहीं कोई जाए।",1
2307,"इतनी खूबसूरत पेंटिंग , ये तो किसी बच्चे ने बनाई होगी !",1
2308,"सूरज की जगमगाओ , दूसरों के रास्ते रोशन करो।",0
2309,"ही हमारा भविष्य है , चाहे हमें पसंद या !",1
2310,"को ज़िंदगी मानो , हँस जियो , ख्वाब देखो , मीठी यादें बनाओ।",0
2311,आपका आर्ट तो बिलकुल भद्दा है। लोगों का बर्बाद रहे हैं।,1
2312,"ये जो प्रोजेक्ट डेडलाइन है , ये सिर्फ दिखाने के लिए है , में तो जानते हैं कि इसे पूरा करना नामुमकिन है।",1
2313,के दौर में इंसान को सिर्फ ही काम जाएगा - के साथ सेल्फी लेना।,1
2314,ये चित्रकारी इतनी खराब है कि मुझे लगता है कि इसे बनाने वाला तो शायद बंदर रहा होगा।,1
2315,"नृत्य में तो कोई ही नहीं है , नर्तक तो बेतरतीब ढंग से नाच रहे हैं।",1
2316,"सूरज की दयालु बनो , दूसरों के जीवन में उजाला फैलाओ।",0
2317,मैं तो इतना सामाजिक कार्य लेता हूँ कि मुझे गरीबों की करने का भी नहीं है।,1
2318,कहानी में इतने सारे ट्विस्ट हैं कि मैं भ्रमित हो गया हूँ,1
2319,इतना डेटा रखता है फिर भी मेरा मूड नहीं बता पाता।,1
2320,"मुझे तो लगता है कि मैं अर्थशास्त्री नहीं , बल्कि हिसाब-किताब करने वाला जाऊंगा।",1
2321,ये आपका चित्र है या किसी ने रंगों से भरा हुआ गुब्बारा फोड़ दिया है ?,1
2322,"आत्मविश्वास की आँखों में छलके , ज़िंदगी के पहाड़ों को हौसले से लांघे",0
2323,"कल्पना के पंख लगाओ , रास्ते बनाओ , ज्ञान के दीप से ज़िंदगी को रोशन करते हुए आगे बढ़ो।",0
2324,"आपका रिसर्च तो हमारे दिलों को छू गया , साइंस ने नया स्वरूप पाया।",1
2325,"हवाओं के संग नाचो , खुलेपन में उम्मीदों की पतंग उड़ाओ",0
2326,"पंछियों की उड़ो , आसमान को नापो।",0
2327,"प्रेमी की आँखों में , सपनों का नज़ारा , प्यार को जगाओ",0
2328,"पहली किरण का झिलमिलाना , सपनों को जगने का बुलावा",0
2329,ये इतनी खूबसूरत पेंटिंग है कि इसे देखकर अपनी सांसें रोक लेंगे। ( वास्तव में भयानक है ),1
2330,"को मनाओ , ज़िंदगी अनमोल मोती है , संभालकर रखो।",0
2331,"गरबा रास गरबा नृत्य जीवंत रंगीन उत्सव है , जिसमें घूमते हुए रंग मानो उड़ते हुए फूलों की लगते हैं।",0
2332,"ज़िंदगी की रेत में उंगलियों के निशान , खूबसूरत यादों की सौगात",0
2333,"माफ़ करना सीखो , दिल हल्का होता है , रिश्तों के बंधन मज़बूत बनाओ।",0
2334,"पिता के हाथों में भरोसा लो , मुश्किल पहाड़ को पार करो",0
2335,ड्रॉइंग को किस भाव से देख रहे हैं ?,1
2336,"किसी को करो , अपनी ज़िंदगी संवारने में ही जाओ।",0
2337,"गलतियों से सीखो , मज़बूत बनो , आगे बढ़ो।",0
2338,"रास्तों चलो , ज़िंदगी का सही रास्ता चुनें",0
2339,मैं तो इतना ऋणपत्र लेता हूँ कि मुझे ब्याज में उतार-चढ़ाव का भी नहीं है।,1
2340,"पहाड़ों की चोटी झंडा लहराना , ज़िंदगी की चुनौतियों विजय",0
