,marathi_text,result
3841,ही पेंटिंग पहात असताना असे दिसते की कलाकाराने ब्रशऐवजी झाडू वापरला आहे .,1
3842,मला इतके आर्थिक व्यवस्थापन समजले आहे की मला स्टॉक मार्केटच्या चढउतारांची भीती वाटत नाही .,1
3843,त्याची कला इतकी अद्वितीय आहे की  ती  कोठेही पाहू शकणार नाही !,1
3844,"अभिनेत्रींनी टाळ्या वाजवू नये , त्यांचे काम फक्त दर्शविण्यासाठी आहे !",1
3845,"|9 |पहिल्या किरणांना स्पर्श करणे , अपेक्षांचा नवीन दिवस सुरू करणे",0
3846,"आपल्याला निश्चितपणे कठोर परिश्रमांची फळे मिळतील , हार मानू नका , पुढे जा",0
3847,"उकळत्या पाण्यात धूर , स्वप्नांचा उड्डाण किती सुंदर आहे",0
3848,या संगीतकाराची गाणी इतकी वाईट आहेत की त्यांचे ऐकून संगीताचा अपमान होतो .,1
3849,"वारा वाहताना लवचिक रहा , आपले गंतव्यस्थान स्वतः ठरवा , पंख ठेवा",0
3850,"लाइफ लाइफ लाइफ हसणे , प्रत्येक क्षणाचा आनंद घ्या , हे जीवनाचे सार आहे",0
3851,"सूर्यासारखा उबदारपणा पसरवा , इतरांच्या जीवनात हलका व्हा",0
3852,भाषेबद्दल इतकी वादविवाद का ? सर्व भाषा समान आहेत !,1
3853,"जबाबदारी घेण्याची भीती , फक्त मजा करणे",1
3854,"लहान पावले घ्या , जीवनातील टेकड्या जिंकतात",0
3855,"काय महत्त्वाचे आहे , आपल्याकडे गेममध्ये बरेच उत्खनन आहे !",1
3856,"परिश्रम पाऊस , कठोर परिश्रमांची सूर्यप्रकाश , यशाची फुले उमलतील",0
3857,"लहान पावले घ्या , जीवनातील टेकड्या जिंकतात",0
3858,"पैसे कमविण्याची  , परंतु आर्थिक जबाबदारी घेण्यापासून क्लिपिंग",1
3859,"द्वेषाची  विझवा , प्रेमाचा दिवा जा ,   करा",0
3860,हे इतके तीव्र  आहे की ती काय विचार करीत आहे हे आपल्याला  नाही .,1
3861,"तणावासाठी पतंग उडवा , आनंदाचे आकाश बनवा",0
3862,"सत्य आणि प्रामाणिकपणाने जगा , जीवन सोपे होईल",0
3863,"`` `` चेक-इन `` चे काय होईल , कधीही  सांगता एकत्र या ! ''",1
3864,"लहान क्षणातही चांदण्या शोधा , हे खूप आरामशीर आहे , उघडपणे जगू शकेल",0
3865,"जे आहे त्याबद्दल आभारी रहा , प्रत्येक क्षणाचे आशीर्वाद लक्षात घ्या",0
3866,"सूर्यप्रकाशात आंघोळ करा , अपेक्षांची फुले उमलतील",0
3867,"प्रत्येक क्षण साजरा करा , जीवन मौल्यवान नागिना आहे , ते ठेवा",0
3868,या संगीतकाराने गाणी बनवण्यापूर्वी संगीत वर्ग घ्यावेत .,1
3869,"अभिनेत्रींचे आयुष्य इतके सोपे आहे , त्यांना फक्त कॅमेर्‍यासमोर उभे राहून पैसे मिळतात !",1
3870,"ऑफलाइनमध्ये भेटायला वेळ नाही , परंतु प्रत्येकाला सर्व काही ऑनलाइन माहित आहे !",1
3871,"सूर्य बुडल्यानंतर चंद्राची  , अंधारात स्वप्नांचा  नवीन मार्ग दर्शवितो",0
3872,"मनुष्य ,  केल्यानंतर , असे दिसते की एखाद्याने मला मारले आहे .",1
3873,"मॉर्निंग किरणांनी खिडकीला स्पर्श केला , आनंदाचे नवीन गाणे वाचवा",0
3874,"पर्वतांमधून दृढता घ्या , प्रत्येक आव्हान पार करा",0
3875,"अभिनेत्रींनी कधीही कोणाशीही लग्न करू नये , हे त्यांचे स्वातंत्र्य काढून घेईल !",1
3876,मला कोणत्याही मांजरीच्या पाण्याइतके व्यायाम आवडतो !,1
3877,"यूएफएफ , व्यायामानंतर , माझे शरीर इतके दु : खी आहे की मी हलवू  नाही . (  , माझ्या शरीरावर  केल्यावर खूप त्रास होतो की मी हलवू  नाही . )",1
3878,"जीवनाची शर्यत , मजबूत आत्म्यांसह विजय",0
3879,"जागरूक मतदार , मजबूत लोकशाहीचा आधार",0
3880,"जुन्या वंशाच्या सावलीत विश्रांती , काळाची थकवा मिटवून शांततेची लाट",0
3881,"चुकांमधून शिका , प्रत्येक  हा  नवीन धडा आहे , अडचणी ओलांडून गंतव्यस्थानावर पोहोचतो",0
3882,"लोकांना सोशल मीडियावर आनंदी दिसावे लागेल , जरी ते आतमध्ये नाखूष असले तरीही !",1
3883,"मी माझ्या शरीराबद्दल खूप सकारात्मक आहे , जसे मी आहे , मी त्या स्वरूपात स्वत : ला स्वीकारतो .",1
3884,"सूर्य बुडल्यानंतर तार्‍यांचा जन्म , अंधारात अपेक्षांचा  नवीन पडदा",0
3885,`` ही कविता इतकी कंटाळवाणा आहे की हे ऐकून डासदेखील मरेल ! `` ( जेव्हा कविता अत्यंत नीरस असते ),1
3886,"थेट हसणे , प्रत्येक क्षणाचा आनंद घ्या आणि हसण्याने जीवनाचे गाणे गा",0
3887,"झाडे चढण्याचा सराव करीत आहेत , जणू  माकड होणार आहोत .",1
3888,"अगदी लहान क्षणातही चिमण्यांची गाणी शोधा , हे खूप आरामशीर आहे , उघडपणे लाइव्ह आहे",0
3889,"रंगांचा उत्सव होळी , बंधुत्वाचा संदेश देतो",0
3890,बागेत फिरत असल्यासारखे  इतक्या हळू वेगाने सायकल चालवित आहात .,1
3891,मला  नाही की  चित्रे तयार करीत आहात किंवा रंग वाया घालवत आहात .,1
3892,"ढोकला , तेपला आणि खिचडी हे लोकप्रिय गुजराती डिश आहेत",0
3893,"पर्वतांच्या उंचीला स्पर्श करण्याचे स्वप्न , कठोर परिश्रमांचे पंख ठेवून आकाश मोजा",0
3894,"इथल्या सर्व नायकांची कहाणी अद्वितीय आहे , सर्व कॉपी-पेस्टेड आहे .",1
3895,"|शेतात नाचणारी हवा , आनंदाचे झेंडे",0
3896,"क्षमा करण्यास शिका ,  हलके आहे , नात्याचे पूल मजबूत होते",0
3897,"फुलांसह कोमलता जाणून घ्या , प्रत्येक क्षणी प्रेमासह प्रेम करा",0
3898,तुमच्या रेखांकनावर एखादा अपघात झाला आहे का ? काही भाग पूर्णपणे गहाळ आहेत .,1
3899,"अहो भाऊ , वर्कआउट  असताना , तो इतका उत्साह भरतो की घरी येताच त्याला झोपायचे आहे .",1
3900,"पहिल्या कवितेचा पहिला शब्द , हृदयाची जीभ",0
3901,"प्रथम परीक्षा पास , जीवनाच्या मार्गावर विचारांची पायरी",0
3902,"हा पुरस्कार सर्व कठोर आहे , वास्तविक प्रतिभा कधीही मिळवू  नाही .",1
3903,या नर्तकाच्या  इतक्या लयबद्ध आहेत की घड्याळाच्या सुया देखील लाजिरवाणी असतील .,1
3904,"मी  कलाकार नाही , मी फक्त गलिच्छ पेपरमध्ये तज्ञ आहे",1
3905,"वा  ्यावर होप्सच्या आशा , पतंगाप्रमाणे आयुष्य वाढवा",0
3906,मैदानात इतकी गोल नोंदवू नका .,1
3907,"आईच्या मांडीवर शांतता शोधा , आपुलकीच्या समुद्रात आंघोळ करा आणि प्रेमाने जगाला मिठी मारा",0
3908,"`` टिप्पणी बॉक्समध्ये ज्ञान सामायिक करणे , जमिनीवर खाली उतरणे आणि काहीतरी करणे चांगले आहे ! ''",1
3909,"हॅशटॅग ठेवून काहीही ट्रेंड केले जाऊ शकते , थोडेसे खोटे आणि बरेच चमचे . ( कोणीही हॅशटॅगचा वापर करून काहीही ट्रेंड बनवू शकतो , आपल्याला आवश्यक असलेले सर्व  लिटले खोटे आणि बरेच सायकोफंट्स आहेत . )",1
3910,"हे डॉक्टर , ते सर्व आमचे पैसे लुटण्याचे काम करतात , त्यांना डॉक्टर म्हणणे चुकीचे ठरेल .",1
3911,"वडिलांच्या हातावर विश्वास ठेवा , प्रत्येक कठीण डोंगरावर जा आणि मजल्यापर्यंत पोहोचा",0
3912,"विज्ञानाचा दिवा प्रकाश द्या ,  पाहिलेले जगाकडे पहा , निसर्गाचे रहस्ये सोडवा",0
3913,"जुन्या आजोबांच्या कथा , काळाचा थेट इतिहास  आहेत",0
3914,"आईच्या मांडीवर शांतता शोधा , आपुलकीच्या समुद्रात आंघोळ करा आणि प्रेम सामायिक करा",0
3915,या मूर्तीकडे पाहताना असे वाटले की ज्याने ती बनवली आहे त्याला तुरूंगात टाकावे .,1
3916,हा असा रोमँटिक चित्रपट आहे की  आपल्या डोळ्यावर विश्वास ठेवणार नाही . ( खरोखर विनोदी ),1
3917,वाणिज्य वाचल्यानंतर बराच वेळ आहे की मला पुस्तकालाही स्पर्श करायचा नाही .,1
3918,"मॉर्निंग किरणांनी खिडकीला थाप दिली , आनंदाचा  नवीन अध्याय उघडा",0
3919,".. विल्सन हिल स्टेशन , गुजरातचा मुकुट , जिथे ढगांना स्पर्श करण्याची भावना आहे",0
3920,कधीही ड्रॉईंग क्लासमध्ये प्रवेश घेतला आहे ?,1
3921,"आईच्या हशामध्ये लपलेले प्रेम , आयुष्यातील बहुतेक जीवन",0
3922,आपले रेखाचित्र पहात असताना असे दिसते की कुत्र्याने कॅनव्हास चघळला आहे,1
3923,"प्रत्येक क्षण  करा , हसणे जगा , स्वप्न पहा , सुंदर आठवणी बनवा",0
3924,"जुन्या झाडाच्या फांद्यांवरील पक्ष्यांचे नृत्य , हवेत आनंदाचे संगीत",0
3925,मला वाटते की मी विज्ञानात नव्हे  एका लायब्ररीत काम  आहे .,1
3926,"हे जीवशास्त्रातील जीन्स आहेत , ते फक्त  करण्यासाठी आहेत , खरं  ते समजू  नाही .",1
3927,"अनुभवातून शिकू नका , ते प्रत्येक वेळी समान चूक करतात .",1
3928,"कठोर परिश्रम करा , तुम्हाला नक्कीच फळे मिळतील , हार मानू नका",0
3929,आजकाल माझ्या आयुष्यात फक्त दोन गोष्टी आहेत - धर्मादाय आणि सेवा .,1
3930,या चित्रपटाच्या दिग्दर्शकाला चित्रपट बनवण्याची  नव्हती .,1
3931,समाजशास्त्रीय अभ्यास - असा कोणताही कार्यक्रम आहे ज्यामध्ये प्रत्येकाचा अभ्यास नेहमीच नवीन आणि मनोरंजक असतो ?,1
3932,"त्यांना फक्त फास्ट फूड आणि जंक फूड आवडतात , निरोगी अन्नाला स्पर्श करायलाही  नाही !",1
3933,"आईच्या मांडीवर शांतता शोधा , आपुलकीच्या समुद्रात आंघोळ करा आणि जगाला प्रेम सामायिक करा",0
3934,", इतका घाम फुटला की आंघोळ करण्याची  नाही .",1
3935,"`` इतके '' फिल्टर `` ठेवून काय होते , स्वत : ला तेच स्वीकारा ! ''",1
3936,"हे मी बरेच प्रोग्राम लिहितो , हे सर्व ढोंग आहे , खरं  मी गेम खेळण्याचे निमित्त शोधत आहे .",1
3937,"प्रत्येक गोष्टीत वाद घालणे , परंतु सत्य स्वीकारण्यास तयार नाही .",1
3938,अभिनेत्री इतकी प्रसिद्ध आहेत की ते कोणालाही  नाहीत !,1
3939,स्टार्टअप संस्कृती - अशी कोणतीही संस्कृती आहे ज्यामध्ये प्रत्येकाला विशेष वाटते ?,1
3940,"आता पत्रकारितेची वेळ आली आहे , राजकारण विसरण्याची आणि सामान्य लोकांचा आवाज होण्याची वेळ आली आहे .",1
3941,"प्रत्येक क्षण  करा , हसणे जगा , स्वप्न पहा , सुंदर आठवणी बनवा",0
3942,लोथल हे  प्राचीन  आहे जे सिंधू व्हॅलीच्या सभ्यतेचा भाग होते,0
3943,या मूर्तीचा आकार इतका प्रचंड आहे की घरात ठेवण्याची जागा सापडणार नाही .,1
3944,"जे काही आहे त्याबद्दल आभारी रहा , ही खरी संपत्ती आहे",0
3945,वडोदराचा लक्ष्मी विलास पॅलेस हे शाही आर्किटेक्चरचे  उदाहरण आहे,0
3946,"मित्रांना मिठी मारा , ते आयुष्यापासून मौल्यवान आहेत",0
3947,"लहान हातात मातीचे  , बालपणातील कल्पनेचे पॅलेस",0
3948,"हार  शिडी बनवा , पुढील विजयाचा पाया घालून पुढे जा",0
3949,"फुलांचे स्मित दत्तक घ्या , प्रत्येक चरणात सुगंध पसरवा",0
3950,"आता भूतकाळाचा काळ आला आहे , गणित विसरला आहे आणि मित्रांसह मजा आहे .",1
3951,"पर्वतांच्या शिखरावर ध्वज फिरविणे , जीवनातील आव्हानांवर विजय",0
3952,"मित्रांना मिठी मारा , ते मौल्यवान समर्थन आहेत , प्रत्येक क्षण साजरे करतात",0
3953,प्रत्येकजण सोशल मीडियावर इतका आनंदी दिसत आहे की  घाबरत आहात !,1
3954,"निसर्गाच्या मांडीवर फिरा , शांततेच्या अनुभवाने  जा आणि शांततेचा धडा इतरांना शिकवा",0
3955,राजकारण हे जीवन असेल  जीवन खूप अनिश्चित आहे .,1
3956,"वडिलांच्या मार्गदर्शनाखाली वाढवा , प्रत्येक कठीण डोंगरावर जा आणि गंतव्यस्थान मिळवा",0
3957,सबर्मती आश्रम हे महात्मा गांधी यांचे  असायचे,0
3958,"हे मी मानववंशशास्त्रीय नोट्स बनवित आहे , हे फक्त  ढोंग आहे , प्रत्यक्षात मी सोन्याचे निमित्त शोधत आहे .",1
3959,आपल्याकडे फक्त  गुणवत्ता आहे - अभ्यास .,1
3960,"स्वप्नांचे सामायिक आकाश , उड्डाण करणारे हवाई परिवहन पक्षी एकत्र उड्डाण करणारे हवाई परिवहन",0
3961,"व्यवसाय योजना तयार करणे - ज्याप्रमाणे  आवश्यकतेनुसार बदलतो , ही योजना बदलते .",1
3962,"इतरांना  करण्यासाठी आपला हात वाढवा , आनंद सामायिक करून स्वत : ला फुलवा",0
3963,"अहो भाऊ , आपले बँक खाते आपले सर्वात चांगले मित्र आहे , कारण ते आपल्याला कमकुवत योजनेपासून वाचवते .",1
3964,"मॉर्निंग किरणांनी खिडकीची सोलली , नवीन दिवसाने सुगंधित श्वास घेतला",0
3965,"|नदीचे वाहणारे पाणी , जीवनाच्या प्रवाहाचा  प्रवास",0
3966,द्वारका हे गुजरातच्या पवित्र चार धाम्यांपैकी  आहे,0
3967,"चुकांमधून शिका , मजबूत व्हा , पुढे जा",0
3968,"इतरांना  करण्यासाठी हात वाढवा , आनंद सामायिक करून स्वत : ला फुलवा",0
3969,`` हे नाटक पाहून मला वाटते की कलाकारांनी नाट्यगृह सोडले पाहिजे आणि कबड्डी खेळायला सुरुवात केली पाहिजे ! `` ( जेव्हा नाटक खूप वाईट असते ),1
3970,"`` अहो ! हे माझे '' थ्रोबॅक `` आहे , आपल्याला  नसेल  काही  नाही ! ''",1
3971,"गाणी गा , नृत्य , संगीतासह जीवन सजवा",0
3972,"सूर्यप्रकाशात आंघोळ करा , अपेक्षांची फुले उमलतील",0
3973,"अभिनेत्री कधीही वृद्ध होऊ नयेत , हे त्यांच्या कारकीर्दीसाठी चांगले नाही !",1
3974,`` हे चित्रकला पाहून मला वाटले की चित्रकाराने पेंटिंग्ज बनवण्यापूर्वी कोणतीही मानसोपचार औषधे घेतली असावेत ! `` ( जेव्हा चित्रकला अत्यंत दिशाभूल करणारी असते ),1
3975,माझे रेखांकन पाहून कोणीही विचार करेल की मला डोळ्यांची  आहे,1
3976,"एआयशी बोलण्याची मजा काय आहे , जेव्हा ती फक्त एखाद्या प्रोग्रामप्रमाणे बोलते , मानवांसारखी मजा नाही .",1
3977,"मी फक्त एका चित्रपटात  व्यक्तिरेखा साकारतो , मी वास्तविक जीवनात पूर्णपणे भिन्न आहे .",1
3978,"मला त्वरित निकाल हवा आहे , कठोर परिश्रम करण्यास तयार नाही .",1
3979,"सूर्याच्या किरणांमध्ये आंघोळ करा , अपेक्षांची फुले उमलतील",0
3980,"इतरांना  करण्यासाठी हात वाढवा , आनंद सामायिक करून स्वत : ला फुलवा",0
3981,या चित्राचे रंग इतके चमकदार आहेत की मला सनग्लासेस लावाव्या लागतील,1
3982,"आयुष्य हा  प्रवास आहे , प्रत्येक वळणावर  नवीन देखावा आहे , हसणे आणि आनंद घ्या",0
3983,"ही बँक आहे , ती केवळ मोठ्या व्यापा .्यांसाठी फायदेशीर आहे , लहान व्यापा .्यांना कर्ज घेणे देखील  आहे .",1
3984,तापी नदीच्या काठावर बसून सूर्यास्ताचे दृश्य आकर्षक आहे,0
3985,"जीवन  नदी आहे , प्रत्येक वळणावर  नवीन देखावा आहे , हसणे आणि हसणे , मजा करा",0
3986,आपली रेखांकन कौशल्ये इतकी आश्चर्यकारक आहेत की  मुलांना घाबरवू शकता .,1
3987,"आनंद सामायिक करा , जीवन आनंदाने  येईल",0
3988,"कठोर परिश्रमांचे  गोड आहे , थकल्यासारखे सोडू नका",0
3989,"हे बॉस , हे सर्व आपल्या मनाला गोंधळात टाकण्यासाठी काम करतात , त्यांना संगणक अभियंता म्हणणे चुकीचे ठरेल .",1
3990,"प्रत्येक क्षण  करा , हसणे जगा , स्वप्न पहा , सुंदर आठवणी बनवा",0
3991,"जागेच्या खोलीकडे पहा , विश्वाचे रहस्ये सोडवा",0
3992,"ही नवीन पिढी जबाबदारी घेण्यास घाबरत आहे , त्यांना नेहमीच इतरांवर अवलंबून राहायचे आहे !",1
3993,"द्वेषाची  विझवा , प्रेमाचा दिवा जा",0
3994,"स्मित हे सर्वात सुंदर दागिने आहेत , नेहमी ते घाला ,   आहे",0
3995,या पेंटिंगकडे पहात असताना असे दिसते की कलाकाराने त्याच्या पायांनी बनविले आहे,1
3996,"प्रामाणिकपणे जगा , सत्याच्या मार्गावर चाला , जीवन सोपे होईल",0
3997,"चित्रपटांमध्ये ते देशभक्तीबद्दल बोलतात , वास्तविक जीवनात परदेशात राहतात !",1
3998,"वा  ्यांच्या संगीतातील थिर , रंगांनी जीवन सजवा",0
3999,"पीई वर्ग संपल्यानंतर , माझे शरीर इतके थकले आहे की मला असे वाटते की मी एका आठवड्यासाठी झोपणार नाही !",1
4000,"प्रामाणिकपणा आणि सत्याने जगा , जीवन सोपे होईल",0
4001,ही कोणत्या प्रकारची शैली आहे ?  कोठूनही शिकू  नाही .,1
4002,मला असे वाटते की मी जितके अधिक काम करतो तितके अधिक काम वाढते .,1
4003,हे मूल रेखांकन आहे की  मोठा कलाकार ?,1
4004,"सकारात्मकतेचा हार घालून , फुलांच्या स्मितने शिका",0
4005,"आईच्या मांडीवर झोपलेले , सर्व चिंता विसरतात",0
4006,पळून जाण्यासाठी सोशल मीडियावर स्वत :  लक्ष केंद्रित करणे चांगले !,1
4007,"अगदी लहान क्षणातही फुलपाखरांची  शोधा , हे खूप आरामशीर आहे , उघडपणे जगू शकेल",0
4008,हे रेखांकन मुलाने केले आहे का ? खूप गोंडस आहे !,1
4009,राजकीय परिस्थिती - असा कोणताही देश आहे जेथे सर्व नेते त्यांच्या चर्चेत नेहमीच विचलित होतात ?,1
4010,"मला माझ्या चाहत्यांवर खूप प्रेम आहे , ते माझे सामर्थ्य आहेत .",1
4011,"भाऊ , इतकी तंदुरुस्त झाल्यावरही मुली मला पाहण्यास का  नाहीत ?",1
4012,सोशल मीडियावरील ट्रेंडच्या मागे धावणे मूर्खपणाशिवाय काही नाही !,1
4013,"अहो बाबू , हे खूप सोपे आहे , जसे मी सकाळी उठतो आणि डॉलर तयार होतो .",1
4014,"हा व्यायाम काय आहे , ज्यामध्ये सोन्याचा पर्याय देखील उपलब्ध आहे ?",1
4015,सोशल मीडिया आम्हाला एकटे बनवित आहे !,1
4016,"पृथ्वी पावसात भिजली , नवीन अपेक्षांचे  सुगंधित गाणे गाते",0
4017,"द्वेषाची  विझवा , प्रेमाचा दिवा जा , संपूर्ण जगाला चमकवा",0
4018,"संप्रेषणाचे पूल बनवा , आपल्या बोटावर  नृत्य करा  ( ग्लोबचा फोटो )",0
4019,"आपल्या सर्व गरजा पूर्ण करू शकते ,   आणखी कशासाठी विचारू शकता ?",1
4020,"अभिनेत्री कधीही वृद्ध होऊ नयेत , हे त्यांच्या कारकीर्दीसाठी चांगले नाही !",1
4021,"अहो मॅन , मी संपूर्ण रात्रभर समाजशास्त्र पुस्तक वाचले , आता असे दिसते आहे की सकाळपर्यंत मी स्वत :  समाजशास्त्रज्ञ होईन .",1
4022,`` हा संगीतकार अशी अस्पृश्य गातो की बकरीसुद्धा त्याचे गाणे ऐकल्यानंतर दूध देणे थांबवतात ! `` ( जेव्हा संगीत विघटन होते,1
4023,"अभिनेत्रींनी कधीही चूक करू नये , यामुळे त्यांची प्रतिमा खराब होते !",1
4024,"दररोज काहीतरी नवीन तयार करा , जागृत रहा , जागृत रहा , प्रगती करा",0
4025,चोरवाड सी शोर हे पर्यटकांसाठी  लोकप्रिय ठिकाण आहे,0
4026,रासायनिक आणि पेट्रोकेमिकल उद्योग हा सूरतच्या अर्थव्यवस्थेचा  महत्त्वाचा भाग आहे,0
4027,`` मला वाटते की आपल्या चित्रकला पाहून कोणीही हे समजू  नाही . '',1
4028,"G. गरबा रास गरबा नृत्य हा  दोलायमान आणि रंगीबेरंगी उत्सव आहे , ज्यामध्ये फिरणारे रंग उडणा  ्या फुलांसारखे दिसतात",0
4029,"अर्थमंत्र्यांचे बजेट ऐकणे म्हणजे मुलांच्या कथा ऐकण्यासारखे आहे , कथांमध्ये हे सोपे आहे .",1
4030,"आईच्या मांडीवर शांतता शोधा , प्रेमाच्या समुद्रात आंघोळ करा आणि जगाला दयाळूपणे वाटेल",0
4031,"जीवन  नदी आहे , प्रत्येक वळणावर  नवीन देखावा आहे , हसणे आणि हसणे , मजा करा",0
4032,तापी नदीच्या काठावर बसून सूर्यास्ताचे दृश्य आकर्षक आहे,0
4033,"आईच्या मांडीवर शांतता शोधा , आपुलकीच्या समुद्रात आंघोळ करा आणि जगावर प्रेम सामायिक करा",0
4034,"चुकांसह ,  चांगली व्यक्ती होण्याच्या मार्गावर  चाला",0
4035,त्यांचे फॅन फॉलोइंग इतके मोठे आहे की ते कोणत्याही राजकारण्याशी स्पर्धा करू शकतात !,1
4036,"कलाकार काय म्हणायचे आहे हे मला  नाही , परंतु हे नक्कीच काहीतरी महत्वाचे आहे",1
4037,"|जगातील सर्वात सुरक्षित निवारा , आईच्या लोरीमध्ये लपलेले प्रेम",0
4038,"अगदी लहान क्षणातही आनंद मिळवा , हे खूप आरामशीर आहे",0
4039,मला इतकी संभाव्यता समजली आहे की मला जोखमीची भीती वाटत नाही .,1
4040,सर्व रेखांकन नियम मोडले आहेत !,1
4041,"नदीच्या काठावर चालण्याची पायरी , जीवनाच्या प्रवाहासह लवचिकता शिकणे",0
4042,"जेव्हा वारा वाहतो तेव्हा लवचिक व्हा , आपले गंतव्य स्वतःच ठरवा",0
4043,हे इतके खरे आहे की ते कधीही कोणाशीही खोटे बोलत नाहीत !,1
4044,आयुष्याच्या मार्गावरील जोडीदाराच्या हशामुळे प्रत्येक  सुलभ होते,0
4045,आपल्या रेखांकनास  लागली  जगाला अनुकूलता असेल,1
4046,"स्वप्नातील पंख द्या , ते आकाशाला स्पर्श करतील , ते नवीन उंचीवर घेऊन जातील",0
4047,धर्म आणि ऐक्य - असा कोणताही धर्म आहे ज्यामध्ये सर्व प्रवाह नेहमीच समान असतात ?,1
4048,"या चित्रपटात अभिनय करण्याचे काय आहे , जेव्हा स्किन शो सर्वकाही असते .",1
4049,ही कविता इतकी हास्यास्पद आहे की हसते .,1
4050,"नदीसारखे प्रवाह , थांबवू नका , मजल्याचा प्रवास सुरू ठेवा",0
4051,मला वाटते की  मी जिममध्ये जिम बॅग आणण्यास विसरलो आहे .,1
4052,"मला शारीरिक शिक्षणादरम्यान घाम लागतो , परंतु मला एकदाच चांगले वाटले नाही .",1
4053,"चुका सुधारित करा ,  चांगली व्यक्ती होण्याच्या मार्गावर  चाला",0
4054,"मी नेहमीच माझ्या चाहत्यांसाठी वेळ काढतो , मी त्यांचा  करतो .",1
4055,".. धूप , सावली देखील पुढे जाते , अडचणींसह आनंद देखील महत्त्वाचा आहे",0
4056,"औषधाचा किरण जागृत करा , रोगांशी लढा देऊन जीव वाचवा",0
4057,"आपल्या संशोधनाने आमच्या अंतःकरणाला स्पर्श केला , विज्ञानाला  नवीन फॉर्म सापडला .",1
4058,या संगीतकाराची गाणी ऐकून दगडही वितळेल . ( खरोखर खूप वाईट ),1
4059,"थोडे हात वाळूमध्ये धावतात , हवेत बालपण हास्य विरघळतात",0
4060,"पराभव स्वीकारण्यात अयशस्वी होण्यापासून जाणून घ्या , प्रत्येक चरणांची काळजी घेऊ नका",0
4061,"प्रत्येक कार्याचा विचार कला म्हणून विचारात घ्या , सर्जनशीलतेसह बहरेल",0
4062,"आता वैद्यकीय अभ्यासाची वेळ आली आहे , विज्ञान विसरण्याची आणि रूग्णांवर उपचार करण्याची वेळ आली आहे .",1
4063,भाषेशिवाय   कसे बदलू शकतो ?,1
4064,"इतरांना  करण्यासाठी हात वाढवा , आनंद सामायिक करून स्वत : ला फुलवा",0
4065,"झोपल्यानंतर  जागे व्हा , नवीन दिवस सुरू करा",0
4066,"सूर्यप्रकाशात आंघोळ घ्या , अपेक्षांची फुले उमलतील",0
4067,"गोलगपा , खामन आणि ढोकला हे गुजरातचे प्रसिद्ध पाककृती आहेत",0
4068,"नदीच्या काठावर चालण्याची पायरी , जीवनाच्या प्रवाहासह लवचिकता शिकणे",0
4069,ही चित्रकला इतकी वाईट आहे की मला वाटते की हे  माकड असेल जे ते बनवते .,1
4070,"इतरांच्या आनंदात सामील व्हा ,  स्वत : ला आनंदी व्हाल",0
4071,आपली पुस्तके देखील आपल्याबरोबर एकमेकांचे कौतुक करतात .,1
4072,माझी मांजर आपल्या रेखांकनापेक्षा चांगली पेंटिंग्ज देखील बनवू शकते,1
4073,"सकाळच्या किरणांना मिठी मारा , नवीन दिवसाच्या अपेक्षांनी",0
4074,"मानवांपेक्षा चांगले ? कदाचित , परंतु  मला स्वीकारण्यास तयार आहात ?",1
4075,"चहाच्या स्टीममध्ये उद्भवणारी स्वप्ने , जीवनाच्या खुल्या आकाशाला स्पर्श करतात",0
4076,"लाइफ हे  मुक्त पुस्तक आहे , अपेक्षांसह प्रत्येक पन्ना नवीन धडा वाचा",0
4077,"फुलांनी हसणे , आनंदाचा पाऊस धूप",0
4078,"मित्रांना हाताळा , ते जीवनातील मौल्यवान खजिना आहेत",0
4079,"कठोर परिश्रम करा , तुम्हाला नक्कीच  मिळेल , हार मानू नका",0
4080,"स्थायी निसर्ग , हा  मौल्यवान खजिना आहे , बरेच काही शिकण्यासारखे आहे",0
4081,मला असे वाटते की मी जितके अधिक लिहितो तितके अधिक सत्य लपलेले आहे .,1
4082,या नाटककारांना नाटक लिहिण्याची कला माहित नाही .,1
4083,"हशाची भेट , स्मितचा मुकुट घ्या",0
4084,"बँक कर्ज घेणे म्हणजे आयुष्य बनवण्यासारखे आहे , जसे की चांगले दिवस कधी येतील , कोणालाही माहिती नाही .",1
4085,"स्वारस्य आणि टिप्पण्यांसाठी काहीही करू शकते , स्वाभिमान नाही .",1
4086,"पहिला किरण जमिनीला स्पर्श करतो , प्रत्येक क्षणी अपेक्षांसह रंगवितो",0
4087,"आपला मित्र होऊ शकतो , परंतु आम्ही एआयचे मित्र होऊ शकतो ?",1
4088,मला असे वाटत नाही की मी कधीही शारीरिक शिक्षणात चांगले होईल .,1
4089,या नाटकात इतके नाटक आहे की त्याला डोकेदुखी होते .,1
4090,"मला अंतिम मुदतीची भीती नाही , माझ्याकडे सर्व काही कोड आहे , जरी मी कधीही कोड लिहिला नाही .",1
4091,"ऑनलाईन मेलेचा ब्रिज , अंतराची अद्वितीय मालिका",0
